factorAbbreviation,factorName,styleName,cagr,tstat,newey_west_tstat,rank_score,rank_style,rank_total
WCTurn,Working Capital Turnover Ratio,Capital Efficiency,0.04787972825821907,2.4600906001681655,3.1230339230965876,2.4600906001681655,6.0,38.0
RevMagFY1C,Street Revision Magnitude,Analyst Expectations,0.0650748707730553,2.3988209527034523,2.825862889717921,2.3988209527034523,7.0,39.0
CashBurn,Cash Burn Rate,Earnings Quality,0.0751242270035779,2.3955305368730646,2.0568606191006373,2.3955305368730646,9.0,40.0
WCAccruals,Working Capital Accruals,Earnings Quality,0.047713691571027006,2.3765356368217074,2.37971801466215,2.3765356368217074,10.0,41.0
FCFEV,Free Cash Flow to Enterprise Value,Valuation,0.06831818529404221,2.3511868508519336,2.5955245184234235,2.3511868508519336,3.0,42.0
OCFEqt,Operating Cash Flow to Equity,Capital Efficiency,0.07300019137097902,2.326788082747408,3.312884428635772,2.326788082747408,7.0,43.0
EPSStab,EPS Stability,Historical Growth,0.057869748449342895,2.302742147014233,2.578113816444554,2.302742147014233,15.0,44.0
Rev3MFY1C,3M Revision in FY1 EPS Estimate,Analyst Expectations,0.06091404037555859,2.3012554848158495,2.640920682307592,2.3012554848158495,8.0,45.0
PAdjChg1YEPS,1Y Chg in Earnings to Price,Historical Growth,0.05446684973160121,2.297038181451837,2.625569117386359,2.297038181451837,16.0,46.0
OCFStab,Operating Cash Flow Stability,Earnings Quality,0.07754060656999973,2.2944605180206947,2.3978932232993717,2.2944605180206947,11.0,47.0
CQDRItoSales,Num of Quarters of Declines in Receivables and Inventories/TTM Sales,Historical Growth,0.0682185489234588,2.27420242379307,2.061395163334424,2.27420242379307,17.0,48.0
Chg1YOCF,1Y Chg in Operating Cash Flow per Share,Historical Growth,0.05846464968976672,2.269598556322746,2.3085112580718548,2.269598556322746,18.0,49.0
Chg3YAstTo,3Y Chg in Sales Turnover,Historical Growth,0.04501389190382343,2.2627848465520906,2.512214346184207,2.2627848465520906,19.0,50.0
EbitdaToAst,EBITDA to Assets,Capital Efficiency,0.08118094643750906,2.223302843461464,2.2312708091135405,2.223302843461464,8.0,51.0
IO_NAT,Net Arbitrage Trading,Price Momentum,0.06518295146840858,2.21661490216102,2.387334495050012,2.21661490216102,2.0,52.0
AdjChgEPS,Adj 1Y Chg in Earnings per Share,Historical Growth,0.07226789944140855,2.2135814704991312,2.548488911759081,2.2135814704991312,20.0,53.0
UnexpectedRecChg,Unexpected Receivables Change,Earnings Quality,0.04406865602644072,2.2012863282823445,2.2867241831609393,2.2012863282823445,12.0,54.0
Chg1YOPM,1Y Chg in Operating Margin,Historical Growth,0.0436727751174768,2.19318848760714,2.5309975374062192,2.19318848760714,21.0,55.0
CashAst,Cash to Total Assets,Valuation,0.07390403764594722,2.1857274973995082,1.8931244441214472,2.1857274973995082,4.0,56.0
6MChgTgtPrcGap,6M Chg in Target Price Gap,Analyst Expectations,0.060202983910579544,2.1759502379588582,2.6696768625045846,2.1759502379588582,9.0,57.0
Alpha36M6MPChg,6M Chg in 36M CAPM Alpha,Price Momentum,0.03282174323374121,2.1616526303854737,2.9372969002884926,2.1616526303854737,3.0,58.0
FCFEqt,Free Cash Flow to Common Equity,Valuation,0.06257292869556608,2.1600385331088563,3.1436416761859114,2.1600385331088563,5.0,59.0
NIStab,Net Income Stability,Earnings Quality,0.05544921653407209,2.159937927820275,2.5474270130871077,2.159937927820275,13.0,60.0
FCFP,Free Cash Flow to Price,Valuation,0.06610729264349957,2.105688099387687,2.2054643205765103,2.105688099387687,6.0,61.0
PAdjChg1YSales,1Y Chg in Sales to Price,Historical Growth,0.05336982458981532,2.104577620120059,2.500944332162675,2.104577620120059,22.0,62.0
AdjAstAdjChg3YFCF,Adjusted 3Y Chg in Asset Adjusted Free Cash Flow,Historical Growth,0.08215764438318773,2.092372324198893,2.3010770891491945,2.092372324198893,23.0,63.0
CapExToAst,Capital Expenditure to Total Assets,Capital Efficiency,0.04539450525224131,2.0715898134881954,2.3424865682491642,2.0715898134881954,9.0,64.0
WCapToSales,Working Capital to Sales,Earnings Quality,0.06193986157141129,2.060898879061031,2.531524939593771,2.060898879061031,14.0,65.0
AstAdjChg1YEPS,1Y Chg in Asset Adjusted EPS,Historical Growth,0.05465455133760466,2.051396949204136,2.7959399713683406,2.051396949204136,24.0,66.0
AstAdjChg3YFCF,3Y Chg in Asset Adjusted Free Cash Flow,Historical Growth,0.05710200951222055,2.0371434891068514,2.1702649086101036,2.0371434891068514,25.0,67.0
YoYChgDA,1Y Chg in Debt to Assets,Volatility,0.04234499178297657,2.029297569503205,2.436278097366865,2.029297569503205,2.0,68.0
OCFAst,Operating Cash Flow to Asset,Earnings Quality,0.08041115130316268,2.005348597734691,2.501124322926162,2.005348597734691,15.0,69.0
AccrualRatioBS,Accrual Ratio - Balance Sheet,Earnings Quality,0.06768269645640124,1.9962479784060008,2.1156723260690486,1.9962479784060008,16.0,70.0
EbitToAst,EBIT to Assets,Capital Efficiency,0.07630025624182912,1.9925315256960971,2.0561970116574835,1.9925315256960971,10.0,71.0
ROASTAB,Return on Assets Stability,Historical Growth,0.0537568085894804,1.9788705053359232,2.58042974469632,1.9788705053359232,26.0,72.0
WCA,Working Capital to Assets Ratio,Earnings Quality,0.09837479000024496,1.9672163184065103,1.7267847956484146,1.9672163184065103,17.0,73.0
Rev3MFY2C,3M Revision in FY2 EPS Estimate,Analyst Expectations,0.061969685899680105,1.9636830929528875,2.2786620980830676,1.9636830929528875,10.0,74.0
LogAssets,Log of Total Last Quarter Assets,Size,0.08335016284879049,1.9143782827354874,1.965346103111531,1.9143782827354874,1.0,75.0
ShareChg,1Y Chg in Shares Outstanding,Capital Efficiency,0.06901486861792505,1.9143126727597732,1.8011810750845476,1.9143126727597732,11.0,76.0
QuickRatio,Quick Ratio,Earnings Quality,0.061243900652682814,1.8965493459105744,1.8379625783442763,1.8965493459105744,18.0,77.0
CACL,Current Ratio,Earnings Quality,0.06023450868549429,1.890579015172412,2.155529815048811,1.890579015172412,19.0,78.0
PAdjChg1YCF,1Y Chg in Cash Flow to Price,Historical Growth,0.04278461911499254,1.8884863415726685,2.3996046204225348,1.8884863415726685,27.0,79.0
NCAP,Net Current Assets to Price Ratio,Valuation,0.15045753394801276,1.8837793848255246,1.9398930604013795,1.8837793848255246,7.0,80.0
AdjAccruals,Adjusted Accruals,Earnings Quality,0.043675817234616776,1.8774062786424335,2.3340441439778403,1.8774062786424335,20.0,81.0
InvTurn,Inventory Turnover,Earnings Quality,0.04970974795388994,1.8752976449046597,1.9116222677971104,1.8752976449046597,21.0,82.0
DebtChg1Y,Year over Year Change of Total Debt,Capital Efficiency,0.037209643194626274,1.8749568879836656,2.4778801990928057,1.8749568879836656,12.0,83.0
EPSNumRevFY1C,Number of EPS FY1 Revisions,Analyst Expectations,0.05340089168947704,1.8747474564762365,2.6555582327616825,1.8747474564762365,11.0,84.0
Chg1YFCF,1Y Chg in Free Cash Flow per Share,Historical Growth,0.03895352605281244,1.8730297918865475,1.96836460424182,1.8730297918865475,28.0,85.0
AdjFCFP,Adj Free Cash Flow to Price,Valuation,0.096310460822566,1.8652398088137068,1.6710179528800555,1.8652398088137068,8.0,86.0
AccrualRatioCF,Accrual Ratio - Cash Flows,Earnings Quality,0.04422786108610133,1.8632510815982941,2.203097220305289,1.8632510815982941,22.0,87.0
ChgATO,Change of Asset Turnover,Historical Growth,0.05785562248656073,1.8623262103640126,2.1521657702662647,1.8623262103640126,29.0,88.0
RecTurn,Receivables Turnover Ratio,Capital Efficiency,0.03639492741128225,1.8339668700378473,2.2373108592330753,1.8339668700378473,13.0,89.0
CurLiaP,Current Liability to Price,Valuation,0.09486992487826695,1.8251658697382644,2.1935654433800624,1.8251658697382644,9.0,90.0
AdjChgEPStoSales,Change EPS to Sales,Earnings Quality,0.04436447739709548,1.8164533173652684,2.174168074209556,1.8164533173652684,23.0,91.0
CashP,Cash to Price,Valuation,0.08731798429756199,1.7935226222264655,1.686166220039583,1.7935226222264655,10.0,92.0
GrPftToAst,Gross Profit to Assets,Capital Efficiency,0.06713889887148894,1.7847507130086828,2.156643389290051,1.7847507130086828,14.0,93.0
ROIC,Return on Invested Capital,Capital Efficiency,0.07067542702297458,1.776833975722871,2.042901423380853,1.776833975722871,15.0,94.0
SP,Sales to Price Ratio,Valuation,0.0778317987939916,1.7751772218810928,2.1830956809751525,1.7751772218810928,11.0,95.0
CapExToSales,Capital Expenditure to Sales,Earnings Quality,0.046451459495425285,1.7632284003336665,1.670338309210106,1.7632284003336665,24.0,96.0
60MAVGTTMROE,Normalized ROE,Capital Efficiency,0.04966099601835805,1.7463354824396227,1.6230346292521625,1.7463354824396227,16.0,97.0
PAdjChg3YCF,3Y Chg in Cash Flow to Price,Historical Growth,0.040775036231324835,1.7374170708102041,2.469657347303858,1.7374170708102041,30.0,98.0
SEV,Sales to EV Ratio,Valuation,0.057665266561172546,1.712720239325696,1.979290895320187,1.712720239325696,12.0,99.0
ROEStab,Return on Equity Stability,Historical Growth,0.04385844455767596,1.708974118918856,1.7854111481645134,1.708974118918856,31.0,100.0
12QTrendTTMEPS,12-Quarter Trendline in Trailing 12-Month Earnings,Historical Growth,0.049891442542638664,1.7085186306048714,2.0743858734105833,1.7085186306048714,32.0,101.0
CFIC,Cash Flow to Invested Capital,Earnings Quality,0.06479423248227545,1.6921074389279613,2.284021906369001,1.6921074389279613,25.0,102.0
OPM,Operating Margin,Earnings Quality,0.0675632704851421,1.6660426311215262,1.4424906133991295,1.6660426311215262,26.0,103.0
EPSToSalesChg1Y,Year over Year Change of EPS to Sales,Earnings Quality,0.040800091668575345,1.6585763128976316,1.8468870358576768,1.6585763128976316,27.0,104.0
CashCycle,Cash Conversion Cycle,Earnings Quality,0.04486479163257617,1.6473611863747637,1.5001765419894508,1.6473611863747637,28.0,105.0
OEA,Operating Earnings to Assets Ratio,Earnings Quality,0.08311959142877123,1.630445428430547,1.7176702682893503,1.630445428430547,29.0,106.0
EBITMargin,EBIT Margin,Earnings Quality,0.06598938793768605,1.629048662668371,1.5624991277035458,1.629048662668371,30.0,107.0
AstAdjChg1YCF,1Y Chg in Asset Adjusted Cash Flow,Historical Growth,0.04511551369830347,1.6241691625608392,1.945919674557745,1.6241691625608392,33.0,108.0
EBITEstDisp,EBIT Estimate Dispersion,Analyst Expectations,0.0475682022320123,1.6165281851862754,2.0097848543285823,1.6165281851862754,12.0,109.0
NetProfitMargin,Net Profit Margin,Earnings Quality,0.06658840668705857,1.5924981722020795,1.7783602197462889,1.5924981722020795,31.0,110.0
ROE,Return on Equity,Capital Efficiency,0.04729854578900761,1.5863829422570472,2.195109790123692,1.5863829422570472,17.0,111.0
CashRatio,Cash Ratio,Earnings Quality,0.05225015701943825,1.5852743980649853,1.7999618652778442,1.5852743980649853,32.0,112.0
CFAst,Cash Flow to Total Asset,Earnings Quality,0.07094338124207766,1.5833895339336708,1.698981493659251,1.5833895339336708,33.0,113.0
ShortIntRatio,Short Interest Ratio,Price Momentum,0.09936402815956913,1.5749606365852729,2.0327394066445814,1.5749606365852729,4.0,114.0
BuyToSellRecLess3MEMA,Buy-to-Sell Recommendation Ratio Less 3M EMA,Analyst Expectations,0.03272266538363877,1.5718813399604683,1.8655541230451398,1.5718813399604683,13.0,115.0
ROA,Return on Assets,Capital Efficiency,0.07045108988721571,1.5710429501720384,1.6595208576431792,1.5710429501720384,18.0,116.0
52WSlope,Slope of 52W Price Trend,Price Momentum,0.07274461563430101,1.5671827337422348,1.94348216213569,1.5671827337422348,5.0,117.0
CashToSales,Cash to Sales,Earnings Quality,0.043270895932773445,1.5596776305284945,1.5036101368390857,1.5596776305284945,34.0,118.0
FCFStab,Free Cash Flow Stability,Earnings Quality,0.03973559829284534,1.52951766850768,2.2330735790000835,1.52951766850768,35.0,119.0
DepToCapex,Depreciation to Capex Ratio,Earnings Quality,0.029714087885093887,1.5280749885186122,1.675383349054919,1.5280749885186122,36.0,120.0
DA,Debt to Assets Ratio,Capital Efficiency,0.038941136447536495,1.5197517262524964,1.7579744270744566,1.5197517262524964,19.0,121.0
FinLev,Degree of Financial Leverage,Capital Efficiency,0.04410893945453376,1.5122657620558397,1.3814302401043195,1.5122657620558397,20.0,122.0
ChgSalestoChgEPS,Change of Sales to Change of EPS,Earnings Quality,0.045460697668527894,1.5093527597701317,1.6670433018550244,1.5093527597701317,37.0,123.0
Amihud,Amihud Illiquidity Measure,Volatility,0.06251487666836719,1.4833097903585737,1.4820723159367035,1.4833097903585737,3.0,124.0
InvPEGYC,Inverse P/E Ratio Adj for Growth and Yield,Valuation,0.04860099986780009,1.4742263055842668,1.5195687692121405,1.4742263055842668,13.0,125.0
LTGC,Expected LTG,Analyst Expectations,0.05685126581152411,1.4465803176148706,1.3328172643791008,1.4465803176148706,14.0,126.0
TTMOverheadtoSales,Trailing 12-Month Overhead/Trailing 12-Month Sales,Historical Growth,0.0436439232328345,1.441155946419607,1.6090905398895443,1.441155946419607,34.0,127.0
CFEqt,Cash Flow to Equity,Valuation,0.04804350985560202,1.4313464684333133,1.5535927834696632,1.4313464684333133,14.0,128.0
TTMEPStoTTMSales,Trailing 12-Month Earnings/Trailing 12-Month Sales,Earnings Quality,0.07724728112486012,1.4305562428329763,1.4301544464144476,1.4305562428329763,38.0,129.0
SalesAcc,Sales Acceleration,Historical Growth,0.038858246908015204,1.4186792319806067,1.5998128142852677,1.4186792319806067,35.0,130.0
AdjEPSNumRevFY2C,Adj Number of EPS FY2 Revisions,Analyst Expectations,0.03618336602171346,1.4169190293398297,1.8767058815568627,1.4169190293398297,15.0,131.0
RskAdjRS,Risk Adjusted Relative Strength,Price Momentum,0.04822374325738554,1.415649119590585,1.7393183528176743,1.415649119590585,6.0,132.0
PM1M,1M Price Reversal,Price Momentum,0.08248345525743672,1.4124899140198222,1.6404583348763464,1.4124899140198222,7.0,133.0
AstGrwth,Asset Growth - 1 Year,Capital Efficiency,0.06340502955473926,1.411638506893507,1.1624816060820846,1.411638506893507,21.0,134.0
FwdFCFPC,Forward Free Cash Flow to Price Ratio,Valuation,0.07042484960440842,1.4098523168993173,1.5295056264275675,1.4098523168993173,15.0,135.0
InvToAsset,Asset Adjusted Capital Investments,Earnings Quality,0.03400637190430289,1.4028777804374764,1.6412313720358445,1.4028777804374764,39.0,136.0
6MTTMSalesMom,6M Momentum in Trailing 12M Sales,Historical Growth,0.03358090713143835,1.4006370959663916,1.6840400114507794,1.4006370959663916,36.0,137.0
PTIToNOA,Pretax Income to Net Operating Assets,Earnings Quality,0.05269051634328914,1.3956094957559475,1.7838102869439831,1.3956094957559475,40.0,138.0
EBITDAEV,EBITDA to Enterprise Value,Valuation,0.0679895495698346,1.3760255416201161,1.3298298449192072,1.3760255416201161,16.0,139.0
SGAToSalesChg1Y,Year over Year Change in SGA to Sales,Earnings Quality,0.040780322432414584,1.3571375414815228,1.3420591845986845,1.3571375414815228,41.0,140.0
SusGrwRate,Sustainable Growth Rate,Historical Growth,0.045612426938598016,1.3565651593520625,1.5640558509872542,1.3565651593520625,37.0,141.0
InvToAstChg1Y,Year over Year Change of Inventory to Assets,Earnings Quality,0.026703952790547936,1.3500619169145287,1.4802788359887975,1.3500619169145287,42.0,142.0
12QTTMCFTrend,12-Quarter Trendline in Trailing 12-Month Cash Flows,Historical Growth,0.03837321797095217,1.340969261989939,1.5264707265904043,1.340969261989939,38.0,143.0
60MAVGTTMROA,Normalized ROA,Capital Efficiency,0.07099850048658651,1.3399090857275613,1.148673390762293,1.3399090857275613,22.0,144.0
FwdEPC,Forward Earnings to Price,Valuation,0.0734837546168483,1.3388127410810515,1.3638590139330244,1.3388127410810515,17.0,145.0
3MSalesMom,3M Momentum in Trailing 12M Sales,Historical Growth,0.027114910025561656,1.3366994504307483,1.491443257026538,1.3366994504307483,39.0,146.0
ChgDeprCapex,Change in TTM Depr. to Capex,Earnings Quality,0.03386811627879127,1.3269842836513417,1.5401314709655807,1.3269842836513417,43.0,147.0
SolvencyRatio,Solvency Ratio,Valuation,0.05363177339915337,1.3260561885840287,1.4707172128798325,1.3260561885840287,18.0,148.0
AstAdjChg3YOCF,3Y Chg in Asset Adjusted Operating Cash Flow,Historical Growth,0.050651631572144584,1.3233042755344568,1.5688986310072794,1.3233042755344568,40.0,149.0
EPSToOCFChg,1Y Chg in EPS to Operating Cash Flow,Earnings Quality,0.023433349061126707,1.314787987118669,1.0864087832296387,1.314787987118669,44.0,150.0
GFP,Growth Flow to Price,Valuation,0.06718968000961434,1.30422395093087,1.2838408690538867,1.30422395093087,19.0,151.0
AdjFwdEPC,Adjusted Forward Earnings to Price,Valuation,0.06677936529445883,1.302786750084634,1.353520488319982,1.302786750084634,20.0,152.0
AstP,Assets to Price Ratio,Valuation,0.07194031175168614,1.292854656767102,1.539900595129289,1.292854656767102,21.0,153.0
SGAToSales,SG&A to Sales,Earnings Quality,0.035134338598597825,1.2865737538069224,0.9795962242406531,1.2865737538069224,45.0,154.0
InvToAst,Inventory to Assets Ratio,Earnings Quality,0.03766000670813807,1.2828326969889967,1.141035838481383,1.2828326969889967,46.0,155.0
LTDA,Long Term Debt to Assets Ratio,Capital Efficiency,0.03336705945777063,1.2815610891926015,1.3053283870983796,1.2815610891926015,23.0,156.0
AdjEPSNumRevFY1C,Adjusted Number of EPS FY1 Revisions,Analyst Expectations,0.027925216471420322,1.2785710417463398,1.5396578693863943,1.2785710417463398,16.0,157.0
EBITDAMargin,EBITDA Margin,Earnings Quality,0.06912752710421621,1.2377463540988045,1.1890568094989236,1.2377463540988045,47.0,158.0
BuyToSellRecLess3MSMA,Buy-to-Sell Recommendation Ratio Less 3M SMA,Analyst Expectations,0.022444603951896624,1.2369558344986697,1.494865798147161,1.2369558344986697,17.0,159.0
IO_Level_AM,Institution Ownership Level - Active Manager,Price Momentum,0.06187119319189005,1.236242160855411,1.3633912847028806,1.236242160855411,8.0,160.0
LTDE,Long Term Debt to Equity Ratio,Capital Efficiency,0.04977149443661433,1.2277140262525221,1.2483070973095416,1.2277140262525221,24.0,161.0
PAdjChg3YEPS,3Y Chg in Earnings to Price,Historical Growth,0.03218527732501841,1.223580034267071,1.3928890931126863,1.223580034267071,41.0,162.0
IO_Concentration,Institution Ownership Concentration,Price Momentum,0.03624543627104204,1.2213822365656366,1.2662528208171913,1.2213822365656366,9.0,163.0
stdRR36M,Standardized 36M Residual,Price Momentum,0.05057303857148643,1.2211935394778715,1.8378699517340538,1.2211935394778715,10.0,164.0
AdjFwdFCFPC,Adj Forward Free Cash Flow to Price Ratio,Valuation,0.06899341613461463,1.2063183473522718,1.140093243016699,1.2063183473522718,22.0,165.0
RONA,Return on Net Tangible Assets,Valuation,0.0438053356720125,1.2012755876831613,1.4452310745617196,1.2012755876831613,23.0,166.0
EstDiffC,Analyst Earnings Estimate Diffusion,Analyst Expectations,0.023424502321810703,1.2006328577378982,1.453224937686342,1.2006328577378982,18.0,167.0
OCFEV,Operating Cash Flow to Enterprise Value,Valuation,0.052763491646295124,1.180472420373187,1.19277195997232,1.180472420373187,24.0,168.0
AdjGFP,Adj Growth Flow to Price,Valuation,0.07043377728706401,1.1751870857852045,1.0708805073400083,1.1751870857852045,25.0,169.0
Chg1YAmihud,1Y Chg in Amihud,Volatility,0.034996771245118685,1.173370692248259,1.3594474098266154,1.173370692248259,4.0,170.0
PTMargin,Pretax Profit Margin,Capital Efficiency,0.04714711804357452,1.1691812826656798,1.1704393213879989,1.1691812826656798,25.0,171.0
SUEC,Standardized Unexpected Earnings,Analyst Expectations,0.02586309624374028,1.1621736756463181,1.5272203345461226,1.1621736756463181,19.0,172.0
FY2OverFY1Growth,Expected Earnings Growth: Fiscal Year 2/Fiscal Year 1,Historical Growth,0.025272371637277136,1.153764788164146,0.9154850708800518,1.153764788164146,42.0,173.0
Alpha12M6MPChg,6M Chg in 12M CAPM Alpha,Price Momentum,0.016273522479767433,1.148221446282531,1.2426715781322584,1.148221446282531,11.0,174.0
Chg1YCF,1Y Chg in Cash Flow per Share,Historical Growth,0.025837970590147696,1.1387245461673534,1.3643412403159565,1.1387245461673534,43.0,175.0
IO_BreadthStabHD,Ownership Breadth Stability of Institution Ownership by Holders,Price Momentum,0.05805603536796777,1.1378426036565954,1.10633055786819,1.1378426036565954,12.0,176.0
8WChgFwd12MEPS,8-Week Change in 12-Month Forward Earnings Consensus Estimate/Price,Valuation,0.037390249912362616,1.1367103985663198,1.463103163965618,1.1367103985663198,26.0,177.0
BuyBackChg,1Y Chg in Stock Buybacks,Capital Efficiency,0.030837048433069114,1.1314919266737313,1.286718799100717,1.1314919266737313,26.0,178.0
Chg3YOCF,3Y Chg in Operating Cash Flow per Share,Historical Growth,0.027169301368252352,1.1282016676096578,1.375961983248722,1.1282016676096578,44.0,179.0
ROA60MSlope,ROA 60 Month Slope,Earnings Quality,0.017491099026389012,1.1113368803842403,1.063223521595738,1.1113368803842403,48.0,180.0
OCFP,Operating Cash Flow to Price,Valuation,0.04451480002006192,1.103374945203984,1.010148404315415,1.103374945203984,27.0,181.0
BVEV,Adjusted Book to Enterprise Value,Valuation,0.06793849488215131,1.087285233157964,1.0352403597317084,1.087285233157964,28.0,182.0
IO_ChgofNumBY,Change in Number of Buyers,Price Momentum,0.0286365980557739,1.0796093486630538,0.8511963108229386,1.0796093486630538,13.0,183.0
RDInt,Research & Development Intensity,Earnings Quality,0.09202390603271904,1.0589612447463295,1.0239252076752212,1.0589612447463295,49.0,184.0
SalesToEPSChg,1Y Chg in Sales to Earnings,Earnings Quality,0.028428489827475367,1.050694736622103,0.9479291223914939,1.050694736622103,50.0,185.0
DivP,Dividends to Price Ratio,Valuation,0.04728804308984036,1.0489403357852554,1.0398458957859185,1.0489403357852554,29.0,186.0
BP,Book to Price,Valuation,0.05469054349158431,1.0398329944108875,1.1991638658779262,1.0398329944108875,30.0,187.0
PM12M1M,12M - 1M Price Momentum,Price Momentum,0.04363233215365803,1.0211338155859866,1.1346496620917008,1.0211338155859866,14.0,188.0
