factorAbbreviation,factorName,styleName,cagr,tstat,newey_west_tstat,rank_score,rank_style,rank_total
IO_Concentration,Institution Ownership Concentration,Price Momentum,0.029136677027897795,1.3022819294024799,1.5056188219859636,1.3022819294024799,21.0,191.0
Alpha18M6MPChg,6M Chg in 18M CAPM Alpha,Price Momentum,0.02388346684410858,1.301467679341766,1.285862697958364,1.301467679341766,22.0,192.0
TTMOverheadtoSales,Trailing 12-Month Overhead/Trailing 12-Month Sales,Historical Growth,0.03637066638964548,1.2999697164762156,0.9388803242529242,1.2999697164762156,49.0,193.0
OCFEqt,Operating Cash Flow to Equity,Capital Efficiency,0.032899063485878566,1.293353730275817,1.9140887429547069,1.293353730275817,22.0,194.0
EBITP,EBIT to Price,Valuation,0.05984755237288897,1.2828563332320388,1.2134959314510392,1.2828563332320388,36.0,195.0
AstAdjChg3YOCF,3Y Chg in Asset Adjusted Operating Cash Flow,Historical Growth,0.047168683734122974,1.2770625758006477,1.2655536052689855,1.2770625758006477,50.0,196.0
CashRatio,Cash Ratio,Earnings Quality,0.04124301161072452,1.2736546104108282,1.3867684986742097,1.2736546104108282,43.0,197.0
PAYOUTRATIO,Payout Ratio,Capital Efficiency,0.03777723512265729,1.2732383244140868,1.2842232752702571,1.2732383244140868,23.0,198.0
AdjEPSNumRevFY1C,Adjusted Number of EPS FY1 Revisions,Analyst Expectations,0.027381649110278516,1.2665297938326352,1.4422004918450213,1.2665297938326352,17.0,199.0
ShortIntRatio,Short Interest Ratio,Price Momentum,0.06647520506027393,1.2500181776086432,1.6753481583946275,1.2500181776086432,23.0,200.0
60MAVGTTMROA,Normalized ROA,Capital Efficiency,0.041167249315921195,1.2379014080782673,1.2010330535006124,1.2379014080782673,24.0,201.0
InvToAst,Inventory to Assets Ratio,Earnings Quality,0.03351211233660467,1.2282779940817805,1.16659336559582,1.2282779940817805,44.0,202.0
CashBurn,Cash Burn Rate,Earnings Quality,0.03255890128009109,1.2182332396544642,1.1336849102834008,1.2182332396544642,45.0,203.0
GrPftToAst,Gross Profit to Assets,Capital Efficiency,0.034562577758767254,1.2039205972054576,1.363274646744831,1.2039205972054576,25.0,204.0
IO_Level,Institution Ownership Level,Price Momentum,0.06338319523462665,1.2004272115567018,1.3166829155810413,1.2004272115567018,24.0,205.0
Chg4QSalesTrend,Change in Slope of 4-Quarter Trendline through Quarterly Sales,Historical Growth,0.03861181664213209,1.193400219239103,1.0149362306021728,1.193400219239103,51.0,206.0
AstGrwth,Asset Growth - 1 Year,Capital Efficiency,0.037413700011464046,1.1925836880158693,1.0643317204550857,1.1925836880158693,26.0,207.0
SusGrwRate,Sustainable Growth Rate,Historical Growth,0.03434432329372061,1.1856379560278065,1.1196996703336646,1.1856379560278065,52.0,208.0
NCAP,Net Current Assets to Price Ratio,Valuation,0.040263929004589194,1.1657061466334895,1.7456801976284213,1.1657061466334895,37.0,209.0
Alpha12M6MPChg,6M Chg in 12M CAPM Alpha,Price Momentum,0.013133151654911357,1.1397425858894765,1.0468861055365297,1.1397425858894765,25.0,210.0
LogMktCapCubed,Log of Market Capitalization Cubed,Size,0.03788085606581015,1.1335611514618713,1.2363196034787145,1.1335611514618713,2.0,211.0
6MChgTgtPrcGapEMA,Target Price Gap to 6M EMA,Analyst Expectations,0.03691506394590327,1.1262740269963207,1.1203917200927747,1.1262740269963207,18.0,212.0
PRatio15To36W,15/36 Week Price Ratio,Price Momentum,0.06318296719570782,1.118913773534005,1.026677132819683,1.118913773534005,26.0,213.0
CashToSales,Cash to Sales,Earnings Quality,0.027705766214306315,1.115472327157796,1.1553290394646836,1.115472327157796,46.0,214.0
IO_ChgofNumBY,Change in Number of Buyers,Price Momentum,0.04787323028785928,1.0749063040491211,0.8658360590696473,1.0749063040491211,27.0,215.0
NetProfitMargin,Net Profit Margin,Earnings Quality,0.03151230739288868,1.0680047630005882,1.3286436281863996,1.0680047630005882,47.0,216.0
EstDiffC,Analyst Earnings Estimate Diffusion,Analyst Expectations,0.022635486004174865,1.0599389967029014,1.248733990558011,1.0599389967029014,19.0,217.0
Chg1YAmihud,1Y Chg in Amihud,Volatility,0.029307232151479568,1.0448482789362499,1.3273959998897442,1.0448482789362499,8.0,218.0
Chg3YEPS,3Y Chg in Earnings per Share,Historical Growth,0.026914371055694275,1.0293472299429476,0.9597751239195308,1.0293472299429476,53.0,219.0
IO_ChgofNumHD,Change in Number of Holders,Price Momentum,0.04004020656593377,1.0181226783389363,0.9826028299904521,1.0181226783389363,28.0,220.0
AdjEBITDAEV,Adj. EBITDA to Enterprise Value,Valuation,0.05825845040875066,1.0139983852000691,0.9917625180630922,1.0139983852000691,38.0,221.0
AdjSTO_6M,Adjusted 6 Month Average Share Turn Over,Price Momentum,0.048167389550739736,1.0109332701055387,1.0324929599803094,1.0109332701055387,29.0,222.0
IO_Foreign,Foreign Institution Ownership,Price Momentum,0.03839764538403245,0.9810209237095112,0.8449387947518098,0.9810209237095112,30.0,223.0
3YAvgAnnSalesGrw,3Y Average Annual Sales Growth,Historical Growth,0.04959678794164635,0.9741159624227886,1.0711706833891776,0.9741159624227886,54.0,224.0
LogMktCap,Log Market Cap,Size,0.032231704670480976,0.9737438572999165,1.0116750044570155,0.9737438572999165,3.0,225.0
PSlopeSERR_26W,26W Price Stat,Price Momentum,0.047752998383751244,0.9704727879835696,0.9365489139478587,0.9704727879835696,31.0,226.0
IndiDivP,Indicated Annual Dividends to Price Ratio,Valuation,0.05127936771121311,0.9656817737998334,0.8256317749915226,0.9656817737998334,39.0,227.0
ChgSalesMargin,Sales to Gross Profit Margin Growth,Earnings Quality,0.02313920582989848,0.9486678257929926,0.8935915549694079,0.9486678257929926,48.0,228.0
IO_InvDuration,Investment Duration,Price Momentum,0.02654426939814991,0.9404337322994313,0.9849744115040311,0.9404337322994313,32.0,229.0
STO_6M,6 Month Average Share Turn Over,Price Momentum,0.03871090847618541,0.9396303179212898,0.9619357556730772,0.9396303179212898,33.0,230.0
CVVolPrc20D,20 Day Coefficient of Variation of Volume to Price,Price Momentum,0.034028940793682017,0.9321446813446271,0.8542699233184395,0.9321446813446271,34.0,231.0
PTMargin,Pretax Profit Margin,Capital Efficiency,0.02732166806438885,0.9269611770475215,0.9075342197031165,0.9269611770475215,27.0,232.0
BuyToSellRecLess3MSMA,Buy-to-Sell Recommendation Ratio Less 3M SMA,Analyst Expectations,0.02046607014470081,0.901708433777422,0.830357365541838,0.901708433777422,20.0,233.0
stdRR36M,Standardized 36M Residual,Price Momentum,0.03402641096080772,0.8914432590852823,0.9504782281935253,0.8914432590852823,35.0,234.0
AstAdjChg3YEPS,3Y Chg in Asset Adjusted EPS,Historical Growth,0.02515959436030668,0.8304149607770803,0.8179713909986965,0.8304149607770803,55.0,235.0
CVVolPrc30D,30 Day Coefficient of Variation of Volume to Price,Price Momentum,0.022061623799626284,0.8289033428532936,0.7910313064930943,0.8289033428532936,36.0,236.0
IO_TO,Institution Ownership Turnover,Price Momentum,0.01930087674518055,0.8281023561809071,0.9406974390281672,0.8281023561809071,37.0,237.0
CVVolPrc60D,60 Day Coefficient of Variation of Volume to Price,Price Momentum,0.025073106939317302,0.826338324981863,0.7816833398331815,0.826338324981863,38.0,238.0
IO_ChgofIO_AM,Change of Ownership Level - All Managers,Price Momentum,0.016397667455769094,0.7955597916247796,0.777709709251689,0.7955597916247796,39.0,239.0
50DVolSig,50 Day Volume Signal,Price Momentum,0.016681120816366635,0.7740327824090496,0.8165997065111675,0.7740327824090496,40.0,240.0
130DMinRtn,130 Day Minimum Return,Volatility,0.028398990218625464,0.7630965368177469,0.6563837785668549,0.7630965368177469,9.0,241.0
MaxRetPayoff,Max Daily Return in the Past 6 Months,Price Momentum,0.015615790369755134,0.7306220793083819,0.6455601296818884,0.7306220793083819,41.0,242.0
SharpeRatio,Sharpe Ratio,Price Momentum,0.050992453218550615,0.7247613617707785,0.6722199348588991,0.7247613617707785,42.0,243.0
InvToAstChg1Y,Year over Year Change of Inventory to Assets,Earnings Quality,0.016423731846812117,0.6914014276160992,0.7335500373459474,0.6914014276160992,49.0,244.0
EPSToOCFChg,1Y Chg in EPS to Operating Cash Flow,Earnings Quality,0.014689769748306825,0.6907348085939473,0.8348072237661242,0.6907348085939473,50.0,245.0
6MChgTgtPrcGap,6M Chg in Target Price Gap,Analyst Expectations,0.02167396887729134,0.6856107927121101,0.6793153908030435,0.6856107927121101,21.0,246.0
RDInt,Research & Development Intensity,Earnings Quality,0.0330493502729734,0.6777081339696429,0.6637549841072432,0.6777081339696429,51.0,247.0
ChgSalestoChgEPS,Change of Sales to Change of EPS,Earnings Quality,0.013979146363828576,0.6731756037077387,0.7256738041491789,0.6731756037077387,52.0,248.0
STO,Share Turnover,Price Momentum,0.028435062703531244,0.6610313897475355,0.6953771896169589,0.6610313897475355,43.0,249.0
PrcTo52WH,Closing Price to 52 Week High,Price Momentum,0.03126496554336722,0.6490387826145297,0.7274222623051815,0.6490387826145297,44.0,250.0
6MAvgChg1MRecC,6M Avg Chg 1M Recommendation,Analyst Expectations,0.011360564878736046,0.6101693688533136,0.5963587093518287,0.6101693688533136,22.0,251.0
Chg3YOPM,3Y Chg in Operating Margin,Historical Growth,0.02476109553882866,0.6030334369714042,0.5839727871151958,0.6030334369714042,56.0,252.0
10DMACD,10 Day MACD Trend,Price Momentum,0.020741186492455377,0.5994470285339623,0.6873008913620186,0.5994470285339623,45.0,253.0
REToAst,Retained Earnings to Total Assets,Earnings Quality,0.0174501332755721,0.5690861965177241,0.6054445561942773,0.5690861965177241,53.0,254.0
24MResRtnVar,24M Residual Return Variance,Price Momentum,0.01632579406798773,0.3918971900513658,0.33044747172721584,0.3918971900513658,46.0,255.0
EBITEstDisp,EBIT Estimate Dispersion,Analyst Expectations,0.010699011947900683,0.384694175627893,0.38749743014463967,0.384694175627893,23.0,256.0
PM1M,1M Price Reversal,Price Momentum,0.014601469077730744,0.3741716546090991,0.3952720928320363,0.3741716546090991,47.0,257.0
IO_BreadthStabHD,Ownership Breadth Stability of Institution Ownership by Holders,Price Momentum,0.01087520407007947,0.3310211558431382,0.3582361540867155,0.3310211558431382,48.0,258.0
ROEStddev20Q,ROE 20 Qtr Standard Deviation,Earnings Quality,0.00798783852599505,0.3190592689878775,0.3386628750377758,0.3190592689878775,54.0,259.0
8WChgFwd12MEPS,8-Week Change in 12-Month Forward Earnings Consensus Estimate/Price,Valuation,0.008597444312164582,0.3017208944778567,0.30017862384617944,0.3017208944778567,40.0,260.0
RevEstDisp,Revenue Estimate Dispersion,Analyst Expectations,0.0029762492788034667,0.15447444864233298,0.1446175553669608,0.15447444864233298,24.0,261.0
PM6M,6 Months Price Reversal,Price Momentum,-0.0002323731204472157,0.10141546375994145,0.14329201654985066,0.10141546375994145,49.0,262.0
ChgDeprCapex,Change in TTM Depr. to Capex,Earnings Quality,0.0008709353286147081,0.0818457996175579,0.10670593534381674,0.0818457996175579,55.0,263.0
20DStochastic,20-Day Lane's Stochastic Indicator,Price Momentum,-0.0007326751953881105,0.037353761609774834,0.036821973296396956,0.037353761609774834,50.0,264.0
4WChgFwd12MEPS,4-Week Change in 12-Month Forward Earnings Consensus Estimate/Price,Valuation,-0.0024518012330300154,0.014643480846030978,0.01595296477322157,0.014643480846030978,41.0,265.0
PM5D,5 Day Price Reversal,Price Momentum,-0.005083515180948739,-0.040285816415007114,-0.04408353245689771,-0.040285816415007114,51.0,266.0
60MAVGTTMROE,Normalized ROE,Capital Efficiency,-0.009732886851775202,-0.08323007966906769,-0.10539651057710808,-0.08323007966906769,28.0,267.0
14DayRSI,14-Day Relative Strength Index,Price Momentum,-0.006922893527724239,-0.08559481552290832,-0.07277860653412417,-0.08559481552290832,52.0,268.0
DivToCF,Dividends to Cash Flow,Valuation,-0.011747019047458895,-0.11891716826096371,-0.10233735679127264,-0.11891716826096371,42.0,269.0
5DVolSig,5 Day Volume Signal,Price Momentum,-0.0054690482290070674,-0.12046927400658772,-0.12864227014696974,-0.12046927400658772,53.0,270.0
HL1M,1M Price High - 1M Price Low,Price Momentum,-0.00839330682931183,-0.13757890207103532,-0.13310445913955823,-0.13757890207103532,54.0,271.0
5DMoneyFlowVol,5-Day Money Flow/Volume,Price Momentum,-0.007466914739818864,-0.20895215551897015,-0.22056092740948297,-0.20895215551897015,55.0,272.0
Chg1YTurnover,1Y Chg in Share Turnover,Price Momentum,-0.006455361384430369,-0.27434674362324757,-0.3079899731319493,-0.27434674362324757,56.0,273.0
Adj50DVolSig,Adj 50 Day Volume Signal,Volatility,-0.011541457658019616,-0.2986444681438059,-0.2997680578321662,-0.2986444681438059,10.0,274.0
