style,ddt,ticker,isin,gvkeyiid,Analyst Expectations,Analyst Expectations,Analyst Expectations,Analyst Expectations,Analyst Expectations,Analyst Expectations,Capital Efficiency,Capital Efficiency,Capital Efficiency,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Historical Growth,Historical Growth,Historical Growth,Price Momentum,Price Momentum,Price Momentum,Valuation,Valuation,Volatility,Volatility,MP
factor_weight,,,,,0.039473678525,0.039473678525,0.039473678525,0.039473678525,0.039473678525,0.039473678525,0.039473678525,0.039473678525,0.039473678525,0.025000010803,0.025000010803,0.025000010803,0.025000010803,0.025000010803,0.025000010803,0.025000010803,0.025000010803,0.025000010803,0.025000010803,0.039473678525,0.039473678525,0.039473678525,0.039473678525,0.039473678525,0.039473678525,0.039473678525,0.039473678525,0.039473678525,0.039473678525,1.0
factor,,,,,6MChgTgtPrcGapEMA,EPSEstDispFY1C,EPSNumRevFY1C,Rev3MFY1C,Rev3MFY2C,RevMagFY1C,AdjIntCov,IntCovRatio,ShareChg,AdjAccruals,AssetTurn,CapExToSales,DepToCapex,ETO,InvToAsset,InvToAstChg1Y,SalesToEPSChg,SalesToInvCap,UnexpectedRecChg,3YAvgAnnSalesGrw,DIVIDENDGROWTH,DivperShareGrowth,50DVolSig,STO,STO_6M,InvPEGYC,OCFEV,90DCV,Beta60M,AGG
152,2026-05-31,002851 CH Equity,CNE100002JV8,32364201W,-0.007633587786259542,0.003968253968253968,,0.010752688172043012,0.010638297872340425,0.009900990099009901,,,-0.006944444444444444,-0.017543859649122806,0.006756756756756757,,,0.007633587786259542,,,,0.004366812227074236,,,-0.018867924528301886,,,-0.00980392156862745,0.017241379310344827,-0.015873015873015872,-0.013333333333333334,0.01020408163265306,0.002564102564102564,-0.00025334254097609925
153,2026-05-31,002916 CH Equity,CNE100003373,32619401W,,0.003968253968253968,0.012345679012345678,0.010752688172043012,0.010638297872340425,0.009900990099009901,0.015384615384615385,0.01639344262295082,-0.006944444444444444,,0.006756756756756757,,,,,,,0.004366812227074236,,,,0.013513513513513514,,0.003278688524590164,0.017241379310344827,0.015384615384615385,,,0.002564102564102564,0.005189476347214718
154,2026-05-31,002920 CH Equity,CNE1000033C7,32628001W,,0.003968253968253968,,,-0.010752688172043012,,-0.015625,-0.016666666666666666,,,0.006756756756756757,,-0.02564102564102564,0.007633587786259542,-0.058823529411764705,,,0.004366812227074236,,,,,,,0.017241379310344827,,,,0.002564102564102564,-0.002403367886144572
155,2026-05-31,002938 CH Equity,CNE100003GF5,32858301W,,0.003968253968253968,-0.012195121951219513,,0.010638297872340425,,,,0.013157894736842105,,0.006756756756756757,,,,,,,0.004366812227074236,,,0.018867924528301886,0.013513513513513514,,0.003278688524590164,,,0.006622516556291391,,0.002564102564102564,0.0026629338820205566
156,2026-05-31,002939 CH Equity,CNE100003GD0,32829201W,,,,,,,,,,,0.006756756756756757,,0.0125,,,,,,0.010101010101010102,,,,,0.003278688524590164,,,,,0.002564102564102564,0.0009645809457273362
157,2026-05-31,002966 CH Equity,CNE100003LQ2,33262701W,,,,-0.010752688172043012,,-0.009900990099009901,,,,,,,,0.007633587786259542,,,,-0.013157894736842105,,,,,,0.003278688524590164,,0.015384615384615385,,-0.005291005291005291,0.002564102564102564,-0.000324316012758116
158,2026-05-31,300001 CH Equity,CNE100000H69,29280201W,,0.003968253968253968,0.012345679012345678,,,,,,-0.006944444444444444,0.008771929824561403,0.006756756756756757,0.01020408163265306,,0.007633587786259542,,0.012987012987012988,,0.004366812227074236,,,,,,,,0.015384615384615385,0.006622516556291391,-0.005291005291005291,0.002564102564102564,0.0023989148265944446
159,2026-05-31,300003 CH Equity,CNE100000H44,29280401W,0.014285714285714285,,-0.012195121951219513,,,,,,,0.008771929824561403,,,0.0125,,,,,,,,,,,,-0.022727272727272728,,,,0.002564102564102564,-0.00018159265189723666
160,2026-05-31,300012 CH Equity,CNE100000GV8,29284301W,-0.007633587786259542,0.003968253968253968,,,,,,,,,0.006756756756756757,,,,,,,,0.010101010101010102,,0.018867924528301886,,,,,,,,0.002564102564102564,0.00112276109232241
161,2026-05-31,300014 CH Equity,CNE100000GS4,29284501W,,0.003968253968253968,,,,,,,-0.006944444444444444,,0.006756756756756757,-0.02040816326530612,,0.007633587786259542,,,,,,,0.018867924528301886,,,-0.00980392156862745,0.017241379310344827,0.015384615384615385,,-0.005291005291005291,0.002564102564102564,0.0012700899643443226
162,2026-05-31,300015 CH Equity,CNE100000GR6,29284601W,,,,,,,,,,0.008771929824561403,,,0.0125,,,,,,,,,,,,,,0.006622516556291391,,-0.01,0.000398476779742972
163,2026-05-31,300017 CH Equity,CNE100000GQ8,29284801W,,0.003968253968253968,,,,,,,-0.006944444444444444,,,,,,,,,-0.013157894736842105,,,,,,-0.00980392156862745,,-0.015873015873015872,0.006622516556291391,0.01020408163265306,0.002564102564102564,-0.0006945695828301952
164,2026-05-31,300033 CH Equity,CNE100000JG3,29351501W,-0.007633587786259542,,,,,0.009900990099009901,,,,,0.006756756756756757,0.01020408163265306,-0.02564102564102564,0.007633587786259542,,,,0.004366812227074236,0.010101010101010102,,,,,-0.00980392156862745,,-0.015873015873015872,,,0.002564102564102564,-0.0004873151872056335
165,2026-05-31,300037 CH Equity,CNE100000K15,29360601W,-0.007633587786259542,0.003968253968253968,,,,,,,-0.006944444444444444,,,,,,,,,,,,,,,-0.00980392156862745,,,,-0.005291005291005291,-0.01,-0.0014093960518032167
166,2026-05-31,300054 CH Equity,CNE100000LM7,29382201W,-0.007633587786259542,0.003968253968253968,,,,,0.015384615384615385,0.01639344262295082,-0.006944444444444444,,,,,,,,,,,,,,,-0.00980392156862745,,-0.015873015873015872,,,-0.01,-0.0005727100897355594
167,2026-05-31,300058 CH Equity,CNE100000LV8,29404601W,,0.003968253968253968,,,,,0.015384615384615385,,-0.006944444444444444,0.008771929824561403,,0.01020408163265306,,,,,0.0625,,-0.02040816326530612,0.09090909090909091,,,0.05,,,,,0.01020408163265306,0.002564102564102564,0.008082710394423927
168,2026-05-31,300059 CH Equity,CNE100000MD4,29421201W,,,,,,,,,,,0.006756756756756757,0.01020408163265306,0.0125,-0.022727272727272728,,,,0.004366812227074236,-0.02040816326530612,,,,,-0.00980392156862745,,-0.015873015873015872,,0.01020408163265306,0.002564102564102564,-0.0007422507106990823
169,2026-05-31,300115 CH Equity,CNE100000T40,29524801W,,0.003968253968253968,-0.012195121951219513,-0.010752688172043012,-0.010752688172043012,-0.009900990099009901,,,,,0.006756756756756757,,,,,,,0.004366812227074236,,,,0.013513513513513514,,,,-0.015873015873015872,,,0.002564102564102564,-0.0012783038871528479
170,2026-05-31,300122 CH Equity,CNE100000V20,29534401W,-0.007633587786259542,,,-0.010752688172043012,-0.010752688172043012,-0.009900990099009901,,,,0.008771929824561403,,,0.0125,,,,,,-0.02040816326530612,,,,,0.003278688524590164,,,0.006622516556291391,,0.002564102564102564,-0.0010274048828622581
171,2026-05-31,300124 CH Equity,CNE100000V46,29534601W,,0.003968253968253968,,,,,,,0.013157894736842105,,0.006756756756756757,,,0.007633587786259542,,0.012987012987012988,,0.004366812227074236,,,,,,0.003278688524590164,0.017241379310344827,-0.015873015873015872,,-0.005291005291005291,0.002564102564102564,0.0015454320288416116
172,2026-05-31,300136 CH Equity,CNE100000W94,29568001W,,0.003968253968253968,,,0.010638297872340425,0.009900990099009901,0.015384615384615385,0.01639344262295082,-0.006944444444444444,,0.006756756756756757,,,,,,,0.004366812227074236,,,-0.018867924528301886,-0.02702702702702703,,-0.00980392156862745,,-0.015873015873015872,,0.01020408163265306,0.002564102564102564,-9.543228422443905e-05
173,2026-05-31,300144 CH Equity,CNE100000XG4,29598201W,-0.007633587786259542,0.003968253968253968,-0.012195121951219513,,,-0.009900990099009901,,,,0.008771929824561403,-0.0136986301369863,,0.0125,-0.022727272727272728,,,,-0.013157894736842105,,,0.018867924528301886,,,0.003278688524590164,0.017241379310344827,,0.006622516556291391,-0.005291005291005291,-0.01,-0.0005120842221404522
174,2026-05-31,300207 CH Equity,CNE100001260,29716101W,-0.007633587786259542,0.003968253968253968,,,,,,,-0.006944444444444444,0.008771929824561403,0.006756756756756757,-0.02040816326530612,,0.007633587786259542,,,,0.004366812227074236,,,0.018867924528301886,,,-0.00980392156862745,,,,,0.002564102564102564,0.00021822028310982072
175,2026-05-31,300223 CH Equity,CNE100001377,29788801W,,-0.011235955056179775,0.012345679012345678,,0.010638297872340425,,,,,,,,,,,,,-0.013157894736842105,,,-0.018867924528301886,-0.02702702702702703,,-0.00980392156862745,,0.015384615384615385,,,0.002564102564102564,-0.0013553473632518518
176,2026-05-31,300251 CH Equity,CNE100001617,29839701W,,0.003968253968253968,,,,-0.009900990099009901,,,-0.006944444444444444,-0.017543859649122806,,-0.02040816326530612,,,0.058823529411764705,0.012987012987012988,-0.06666666666666667,,,0.09090909090909091,,,0.05,,,,-0.013333333333333334,,0.002564102564102564,0.003808585282068038
177,2026-05-31,300255 CH Equity,CNE1000016C2,29867201W,,,,,,,,,,0.008771929824561403,,,,,,,,,,,,,,-0.00980392156862745,,,-0.013333333333333334,,-0.01,-0.0010887510068061355
178,2026-05-31,300274 CH Equity,CNE1000018M7,30639201W,0.014285714285714285,0.003968253968253968,,,,,,,,,0.006756756756756757,0.01020408163265306,,0.007633587786259542,,0.012987012987012988,,0.004366812227074236,0.010101010101010102,,0.018867924528301886,,,-0.00980392156862745,,,0.006622516556291391,,0.002564102564102564,0.0027422025630915057
179,2026-05-31,300308 CH Equity,CNE100001CY9,31216101W,,0.003968253968253968,0.012345679012345678,0.010752688172043012,0.010638297872340425,0.009900990099009901,-0.015625,-0.016666666666666666,-0.006944444444444444,,0.006756756756756757,,,,,,,0.004366812227074236,,,0.018867924528301886,0.013513513513513514,,0.003278688524590164,,0.015384615384615385,,0.01020408163265306,0.002564102564102564,0.0031274069933121223
180,2026-05-31,300316 CH Equity,CNE100001DJ8,31255301W,,-0.011235955056179775,,-0.010752688172043012,-0.010752688172043012,-0.009900990099009901,,,,,,,,,,,,,,,-0.018867924528301886,-0.02702702702702703,,0.003278688524590164,,,,,0.002564102564102564,-0.003264255396877224
181,2026-05-31,300339 CH Equity,CNE100001JT4,31306901W,,,,,,,,,-0.006944444444444444,,0.006756756756756757,,,,,,,0.004366812227074236,,,0.018867924528301886,0.013513513513513514,,,,,,,0.002564102564102564,0.0013833956129807078
182,2026-05-31,300346 CH Equity,CNE100001K48,31336701W,0.014285714285714285,-0.011235955056179775,,,,,-0.015625,,,,,,,,,,,,,,,,,-0.00980392156862745,,,,,0.002564102564102564,-0.000782173299502861
183,2026-05-31,300347 CH Equity,CNE100001KV8,31347901W,,,,,,,,,,0.008771929824561403,,0.01020408163265306,0.0125,,,,,,,,,,,-0.00980392156862745,,,,,-0.01,5.16699295088777e-06
184,2026-05-31,300390 CH Equity,CNE100001XM0,31812901W,,,,,,,,,,,,,,,,,,,,,,,,0.003278688524590164,,,,-0.005291005291005291,0.002564102564102564,2.178101519233044e-05
185,2026-05-31,300394 CH Equity,CNE100001XQ1,31925201W,,0.003968253968253968,0.012345679012345678,0.010752688172043012,0.010638297872340425,0.009900990099009901,-0.015625,-0.016666666666666666,,,0.006756756756756757,,,,,,,0.004366812227074236,,,,,,-0.00980392156862745,,,,0.01020408163265306,0.002564102564102564,0.000999609178420201
186,2026-05-31,300395 CH Equity,CNE100001XR9,31832001W,-0.007633587786259542,-0.011235955056179775,0.012345679012345678,,-0.010752688172043012,,-0.015625,,,,,,,,,,,,,,,,,-0.00980392156862745,,,,,0.002564102564102564,-0.0015845275746519509
187,2026-05-31,300408 CH Equity,CNE100001Y42,31876201W,,0.003968253968253968,0.012345679012345678,0.010752688172043012,0.010638297872340425,0.009900990099009901,,,,,,,,,,,,,,,,0.013513513513513514,,0.003278688524590164,,,,0.01020408163265306,0.002564102564102564,0.003046037535926389
188,2026-05-31,300413 CH Equity,CNE100001Y83,32952501W,,0.003968253968253968,,,,-0.009900990099009901,,,0.013157894736842105,-0.017543859649122806,,0.01020408163265306,,,,0.012987012987012988,0.0625,,,-0.1,,,,,,,,,0.002564102564102564,-0.0018572680935494057
189,2026-05-31,300418 CH Equity,CNE100001YF2,31903801W,,0.003968253968253968,,,,-0.009900990099009901,-0.015625,,-0.006944444444444444,,,,,,,,,,0.010101010101010102,,,,,,,,-0.013333333333333334,,0.002564102564102564,-0.0012976617049658293
190,2026-05-31,300433 CH Equity,CNE100001YW7,31937201W,,0.003968253968253968,-0.012195121951219513,-0.010752688172043012,-0.010752688172043012,-0.009900990099009901,-0.015625,-0.016666666666666666,-0.006944444444444444,,0.006756756756756757,,,,,,,0.004366812227074236,,,,0.013513513513513514,,0.003278688524590164,-0.022727272727272728,0.015384615384615385,0.006622516556291391,,0.002564102564102564,-0.0020995359070116433
191,2026-05-31,300442 CH Equity,CNE100001Z58,31960901W,,-0.011235955056179775,-0.012195121951219513,,,,,,0.013157894736842105,,-0.0136986301369863,,,,,,,-0.013157894736842105,,,,,,,,,0.006622516556291391,0.01020408163265306,0.002564102564102564,-0.00031151141846638426
192,2026-05-31,300450 CH Equity,CNE100001ZF9,31970601W,,0.003968253968253968,,,0.010638297872340425,,,,,0.008771929824561403,-0.0136986301369863,0.01020408163265306,,,,0.012987012987012988,,,0.010101010101010102,,-0.018867924528301886,,,-0.00980392156862745,,,0.006622516556291391,,0.002564102564102564,0.0005165561627055238
193,2026-05-31,300454 CH Equity,CNE1000033T1,32723301W,,0.003968253968253968,,,,,,,-0.006944444444444444,,,,,,,,,0.004366812227074236,,,,,,,0.017241379310344827,,,0.01020408163265306,0.002564102564102564,0.0011762770293095993
194,2026-05-31,300456 CH Equity,CNE100001ZL7,31970201W,,-0.011235955056179775,,,,,,,,,-0.0136986301369863,,,,,,,-0.013157894736842105,,,-0.018867924528301886,-0.02702702702702703,,-0.00980392156862745,,,-0.013333333333333334,,0.002564102564102564,-0.0037386784550064744
195,2026-05-31,300474 CH Equity,CNE100002664,32145701W,,-0.011235955056179775,,,,,,0.01639344262295082,,,-0.0136986301369863,,,,,,,-0.013157894736842105,,,-0.018867924528301886,-0.02702702702702703,,0.003278688524590164,,,-0.013333333333333334,,0.002564102564102564,-0.0025751502259155315
196,2026-05-31,300475 CH Equity,CNE1000020T8,31982701W,,,,,,,,,-0.006944444444444444,,0.006756756756756757,,,,,,,0.004366812227074236,,,,,,-0.00980392156862745,,,0.006622516556291391,-0.005291005291005291,0.002564102564102564,-0.00022925606308703562
197,2026-05-31,300476 CH Equity,CNE1000020V4,31985801W,,-0.011235955056179775,,,0.010638297872340425,,0.015384615384615385,0.01639344262295082,-0.006944444444444444,,0.006756756756756757,,,,,,,0.004366812227074236,,,,0.013513513513513514,,-0.00980392156862745,0.017241379310344827,0.015384615384615385,0.006622516556291391,-0.005291005291005291,-0.01,0.002326893824033127
198,2026-05-31,300487 CH Equity,CNE100002136,32002301W,0.014285714285714285,0.003968253968253968,-0.012195121951219513,-0.010752688172043012,-0.010752688172043012,-0.009900990099009901,-0.015625,-0.016666666666666666,-0.006944444444444444,,,,,,,,,,,,,,,0.003278688524590164,,,,-0.005291005291005291,0.002564102564102564,-0.0025275724827763
199,2026-05-31,300496 CH Equity,CNE1000021D0,32096101W,,0.003968253968253968,,,,,,,,,0.006756756756756757,,,,,,,0.004366812227074236,,,-0.018867924528301886,-0.02702702702702703,,0.003278688524590164,,-0.015873015873015872,0.006622516556291391,,0.002564102564102564,-0.0015114264164798714
200,2026-05-31,300498 CH Equity,CNE100002508,32066801W,,,,,-0.010752688172043012,-0.009900990099009901,0.015384615384615385,0.01639344262295082,-0.006944444444444444,0.008771929824561403,0.006756756756756757,-0.02040816326530612,,0.007633587786259542,,,,0.004366812227074236,,,,0.013513513513513514,,0.003278688524590164,,,,,,0.0010058705671075084
201,2026-05-31,300502 CH Equity,CNE100002615,32133601W,,0.003968253968253968,0.012345679012345678,0.010752688172043012,0.010638297872340425,0.009900990099009901,-0.015625,-0.016666666666666666,,,0.006756756756756757,,,,,,,0.004366812227074236,,,0.018867924528301886,0.013513513513513514,,,,,,,0.002564102564102564,0.002262027864119986
202,2026-05-31,300604 CH Equity,CNE100002Q09,32399601W,,0.003968253968253968,,0.010752688172043012,0.010638297872340425,0.009900990099009901,0.015384615384615385,0.01639344262295082,-0.006944444444444444,,,,,,,,,0.004366812227074236,,,,0.013513513513513514,,,0.017241379310344827,,,0.01020408163265306,0.002564102564102564,0.004199311370087135
203,2026-05-31,300628 CH Equity,CNE100002PC5,32373301W,,0.003968253968253968,-0.012195121951219513,,-0.010752688172043012,,,,,,0.006756756756756757,,,,,,,,,,,0.013513513513513514,,0.003278688524590164,,,0.006622516556291391,-0.005291005291005291,-0.01,-0.0002596010589234508
204,2026-05-31,300661 CH Equity,CNE100002NT4,32470501W,,0.003968253968253968,,,,,,,-0.006944444444444444,,0.006756756756756757,,,,,,,0.004366812227074236,,,0.018867924528301886,0.013513513513513514,,-0.00980392156862745,0.017241379310344827,,,-0.005291005291005291,0.002564102564102564,0.001624765568435022
205,2026-05-31,300699 CH Equity,CNE1000034T9,32530101W,0.014285714285714285,0.003968253968253968,-0.012195121951219513,-0.010752688172043012,-0.010752688172043012,-0.009900990099009901,0.015384615384615385,0.01639344262295082,,,,,,,,,,,,,,,,,,,,,0.002564102564102564,0.0003550515448299756
206,2026-05-31,300724 CH Equity,CNE100003G91,32790101W,,0.003968253968253968,,-0.010752688172043012,,-0.009900990099009901,,,,,,,,,,,,0.004366812227074236,,,,,,-0.00980392156862745,,-0.015873015873015872,-0.013333333333333334,,0.002564102564102564,-0.0019881290495294994
207,2026-05-31,300748 CH Equity,CNE100003G83,32845801W,-0.007633587786259542,0.003968253968253968,,,,,,,,,,,,,,-0.02631578947368421,,,0.010101010101010102,,,,,,,-0.015873015873015872,,,0.002564102564102564,-0.0010754056337750292
208,2026-05-31,300750 CH Equity,CNE100003662,32741501W,,0.003968253968253968,0.012345679012345678,0.010752688172043012,0.010638297872340425,0.009900990099009901,,,-0.006944444444444444,0.008771929824561403,,,,,,-0.02631578947368421,,,0.010101010101010102,,,,,0.003278688524590164,-0.022727272727272728,0.015384615384615385,0.006622516556291391,,0.002564102564102564,0.001621196117215466
209,2026-05-31,300751 CH Equity,CNE100003FS0,32935601W,,0.003968253968253968,0.012345679012345678,0.010752688172043012,0.010638297872340425,0.009900990099009901,-0.015625,-0.016666666666666666,0.013157894736842105,,-0.0136986301369863,,,,,,,,,,,,,,,-0.015873015873015872,0.006622516556291391,0.01020408163265306,0.002564102564102564,0.0009202900511991205
210,2026-05-31,300757 CH Equity,CNE100003JT0,33165201W,,-0.011235955056179775,,,,,,,-0.006944444444444444,0.008771929824561403,-0.0136986301369863,,,-0.022727272727272728,,-0.02631578947368421,,-0.013157894736842105,0.010101010101010102,,,,,-0.00980392156862745,-0.022727272727272728,,-0.013333333333333334,0.01020408163265306,0.002564102564102564,-0.003449748461136295
211,2026-05-31,300759 CH Equity,CNE100003JW4,33165401W,,,,,,,,,,0.008771929824561403,,-0.02040816326530612,,,,,,,,,,,,-0.00980392156862745,0.017241379310344827,,0.006622516556291391,,0.002564102564102564,0.00036530750409370465
212,2026-05-31,300760 CH Equity,CNE100003G67,32896601W,-0.007633587786259542,,-0.012195121951219513,,-0.010752688172043012,,,,,,,,0.0125,,,,,,,,,,,0.003278688524590164,,,0.006622516556291391,,0.002564102564102564,-0.00040260858818247765
213,2026-05-31,300763 CH Equity,CNE100003JZ7,33131301W,-0.007633587786259542,0.003968253968253968,,,,,,,-0.006944444444444444,0.008771929824561403,-0.0136986301369863,0.01020408163265306,,-0.022727272727272728,,0.012987012987012988,,-0.013157894736842105,0.010101010101010102,,-0.018867924528301886,,,-0.00980392156862745,-0.022727272727272728,,,0.01020408163265306,0.002564102564102564,-0.0021317062285709596
214,2026-05-31,300765 CH Equity,CNE100003K04,33129401W,-0.007633587786259542,,0.012345679012345678,0.010752688172043012,0.010638297872340425,0.009900990099009901,,,,,,-0.02040816326530612,,,,,,,-0.02040816326530612,,,,,0.003278688524590164,,,-0.013333333333333334,,0.002564102564102564,0.00010512512016179368
215,2026-05-31,300782 CH Equity,CNE100003QK4,33263901W,,0.003968253968253968,,,,,,,,,-0.0136986301369863,,,,,,,-0.013157894736842105,,,,,,-0.00980392156862745,0.017241379310344827,,-0.013333333333333334,,-0.01,-0.0011422405135090513
216,2026-05-31,300803 CH Equity,CNE000001QQ6,33497501W,,,,,,,,,,0.008771929824561403,0.006756756756756757,0.01020408163265306,-0.02564102564102564,0.007633587786259542,,,,0.004366812227074236,0.010101010101010102,,,,,-0.00980392156862745,,,,0.01020408163265306,0.002564102564102564,0.0006718394069875185
217,2026-05-31,300832 CH Equity,CNE100003T39,33837401W,0.014285714285714285,,,,,,,,,,,,,,,,,,,,,,,0.003278688524590164,,,0.006622516556291391,,-0.01,0.0005600098943308231
218,2026-05-31,300857 CH Equity,CNE100004173,34525801W,,-0.011235955056179775,,,,,,,0.013157894736842105,,0.006756756756756757,,,,,,,0.004366812227074236,,,0.018867924528301886,0.013513513513513514,,-0.00980392156862745,,,,0.01020408163265306,0.002564102564102564,0.0017491801993361256
219,2026-05-31,300866 CH Equity,CNE1000047B9,33949401W,,0.003968253968253968,0.012345679012345678,,,,,,-0.006944444444444444,,0.006756756756756757,,,,,,,0.004366812227074236,,,,,,0.003278688524590164,,0.015384615384615385,,-0.005291005291005291,-0.01,0.0007810545547268446
220,2026-05-31,300896 CH Equity,CNE100004868,34019201W,-0.007633587786259542,,,-0.010752688172043012,-0.010752688172043012,-0.009900990099009901,,,,,,,-0.02564102564102564,,,,,,0.010101010101010102,,,,,0.003278688524590164,,,,,0.002564102564102564,-0.0016989147021262822
221,2026-05-31,300919 CH Equity,CNE1000049X9,34607201W,-0.007633587786259542,0.003968253968253968,0.012345679012345678,,,,,,-0.006944444444444444,,0.006756756756756757,,,0.007633587786259542,,-0.02631578947368421,,0.004366812227074236,-0.02040816326530612,,-0.018867924528301886,,,,,,,,0.002564102564102564,-0.0012742196401418252
222,2026-05-31,301236 CH Equity,CNE1000058S0,18604101W,,-0.011235955056179775,,,,,,,-0.006944444444444444,,0.006756756756756757,,,,,,,0.004366812227074236,,,,,,0.003278688524590164,0.017241379310344827,,-0.013333333333333334,,0.002564102564102564,-5.465649289123744e-05
223,2026-05-31,301269 CH Equity,CNE100005GY1,35399801W,,-0.011235955056179775,,-0.010752688172043012,,-0.009900990099009901,,,,,-0.0136986301369863,,,,,,,-0.013157894736842105,,,,,,0.003278688524590164,,,,,0.002564102564102564,-0.0016995780890898915
224,2026-05-31,301308 CH Equity,CNE100005K10,35384701W,,0.003968253968253968,,,,,0.015384615384615385,0.01639344262295082,-0.006944444444444444,,0.006756756756756757,,,,,,,0.004366812227074236,,,,,,,,,-0.013333333333333334,,0.002564102564102564,0.0009899038512665085
225,2026-05-31,301358 CH Equity,CNE100005YS6,35566601W,-0.007633587786259542,-0.011235955056179775,,0.010752688172043012,0.010638297872340425,0.009900990099009901,,,-0.006944444444444444,-0.017543859649122806,0.006756756756756757,,,0.007633587786259542,,,,0.004366812227074236,0.010101010101010102,,-0.018867924528301886,,,-0.00980392156862745,0.017241379310344827,0.015384615384615385,-0.013333333333333334,0.01020408163265306,0.002564102564102564,0.00063287044912603
226,2026-05-31,301550 CH Equity,CNE1000068M2,35831301W,,,,,,,-0.015625,-0.016666666666666666,,,-0.0136986301369863,,-0.02564102564102564,-0.022727272727272728,,,,-0.013157894736842105,,,,,,-0.00980392156862745,,,-0.013333333333333334,0.01020408163265306,,-0.0036658121866897896
227,2026-05-31,302132 CH Equity,CNE100006T10,29519401W,,-0.011235955056179775,,,,,-0.015625,-0.016666666666666666,,,0.006756756756756757,,,,,,,0.004366812227074236,,,0.018867924528301886,0.013513513513513514,,0.003278688524590164,,,-0.013333333333333334,-0.005291005291005291,-0.01,-0.0011623775706665973
228,2026-05-31,600000 CH Equity,CNE0000011B7,24382901W,,,,,-0.010752688172043012,,,,,,-0.0136986301369863,-0.02040816326530612,-0.02564102564102564,0.007633587786259542,,,,-0.013157894736842105,0.010101010101010102,,,,,0.003278688524590164,,0.015384615384615385,,0.01020408163265306,0.002564102564102564,-0.0005630101924895003
229,2026-05-31,600008 CH Equity,CNE000001295,25982901W,,,,,,,,,,,,0.01020408163265306,0.0125,,,,,,-0.02040816326530612,-0.1,,0.013513513513513514,-0.1,,,,-0.013333333333333334,-0.005291005291005291,,-0.008039080788344186
230,2026-05-31,600009 CH Equity,CNE000000V89,24363201W,0.014285714285714285,0.003968253968253968,,,,,,,-0.006944444444444444,0.008771929824561403,-0.0136986301369863,,,-0.022727272727272728,,0.012987012987012988,,-0.013157894736842105,,,0.018867924528301886,,,0.003278688524590164,-0.022727272727272728,-0.015873015873015872,0.006622516556291391,-0.005291005291005291,-0.01,-0.001240857399929733
231,2026-05-31,600010 CH Equity,CNE0000017H1,25133401W,,,,,,,,,-0.006944444444444444,,,,,,,,,,,,,,,,,,,-0.005291005291005291,0.002564102564102564,-0.00038176364914114684
232,2026-05-31,600011 CH Equity,CNE000001998,03074702W,,,,,,,,,-0.006944444444444444,0.008771929824561403,,,,0.007633587786259542,,0.012987012987012988,0.0625,0.004366812227074236,,,,0.013513513513513514,0.05,0.003278688524590164,,,0.006622516556291391,-0.005291005291005291,,0.004821455401850664
233,2026-05-31,600015 CH Equity,CNE000001FW7,26001001W,-0.007633587786259542,,,0.010752688172043012,-0.010752688172043012,,,,,,,-0.02040816326530612,-0.02564102564102564,0.007633587786259542,,0.012987012987012988,,0.004366812227074236,0.010101010101010102,,,,,0.003278688524590164,,,,,-0.01,-0.000840659942244805
234,2026-05-31,600016 CH Equity,CNE0000015Y0,24948201W,,,,-0.010752688172043012,,-0.009900990099009901,,,,,-0.0136986301369863,,,,,0.012987012987012988,,0.004366812227074236,0.010101010101010102,,,,,0.003278688524590164,,0.015384615384615385,,-0.005291005291005291,0.002564102564102564,0.00015769699875316579
235,2026-05-31,600019 CH Equity,CNE0000015R4,24947901W,,0.003968253968253968,,,,,,,-0.006944444444444444,,,,,,,,,,,,,,,0.003278688524590164,,0.015384615384615385,,-0.005291005291005291,0.002564102564102564,0.0005115871910236072
236,2026-05-31,600021 CH Equity,CNE000001G53,26016301W,,,,,,,0.015384615384615385,0.01639344262295082,,0.008771929824561403,,,-0.02564102564102564,0.007633587786259542,,,,0.004366812227074236,,,,0.013513513513513514,-0.1,-0.00980392156862745,,,,0.01020408163265306,,-0.0022654645763113736
237,2026-05-31,600023 CH Equity,CNE100001SP3,31693701W,-0.007633587786259542,,,,,,,,,-0.017543859649122806,,0.01020408163265306,0.0125,0.007633587786259542,,0.012987012987012988,-0.06666666666666667,0.004366812227074236,0.010101010101010102,,,0.013513513513513514,,0.003278688524590164,,,,,,-0.0002989266302396512
238,2026-05-31,600026 CH Equity,CNE000001BD6,21175902W,0.014285714285714285,,0.012345679012345678,0.010752688172043012,0.010638297872340425,0.009900990099009901,,,,,,,,,,,,,,0.09090909090909091,,-0.02702702702702703,0.05,,0.017241379310344827,,,0.01020408163265306,-0.01,0.007470428960761439
239,2026-05-31,600027 CH Equity,CNE000001LJ2,23602502W,-0.007633587786259542,,-0.012195121951219513,-0.010752688172043012,,-0.009900990099009901,-0.015625,-0.016666666666666666,-0.006944444444444444,,,0.01020408163265306,0.0125,0.007633587786259542,,0.012987012987012988,-0.06666666666666667,0.004366812227074236,-0.02040816326530612,0.09090909090909091,,,0.05,,,,0.006622516556291391,-0.005291005291005291,,0.0014833935887159071
