style,ddt,ticker,isin,gvkeyiid,Analyst Expectations,Analyst Expectations,Analyst Expectations,Analyst Expectations,Analyst Expectations,Analyst Expectations,Capital Efficiency,Capital Efficiency,Capital Efficiency,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Historical Growth,Historical Growth,Historical Growth,Price Momentum,Price Momentum,Price Momentum,Valuation,Valuation,Volatility,Volatility,MP
factor_weight,,,,,0.039473678525,0.039473678525,0.039473678525,0.039473678525,0.039473678525,0.039473678525,0.039473678525,0.039473678525,0.039473678525,0.025000010803,0.025000010803,0.025000010803,0.025000010803,0.025000010803,0.025000010803,0.025000010803,0.025000010803,0.025000010803,0.025000010803,0.039473678525,0.039473678525,0.039473678525,0.039473678525,0.039473678525,0.039473678525,0.039473678525,0.039473678525,0.039473678525,0.039473678525,1.0
factor,,,,,6MChgTgtPrcGapEMA,EPSEstDispFY1C,EPSNumRevFY1C,Rev3MFY1C,Rev3MFY2C,RevMagFY1C,AdjIntCov,IntCovRatio,ShareChg,AdjAccruals,AssetTurn,CapExToSales,DepToCapex,ETO,InvToAsset,InvToAstChg1Y,SalesToEPSChg,SalesToInvCap,UnexpectedRecChg,3YAvgAnnSalesGrw,DIVIDENDGROWTH,DivperShareGrowth,50DVolSig,STO,STO_6M,InvPEGYC,OCFEV,90DCV,Beta60M,AGG
419,2026-05-31,601669 CH Equity,CNE1000017G1,30319701W,-0.007633587786259542,-0.011235955056179775,,-0.010752688172043012,,-0.009900990099009901,,,-0.006944444444444444,0.008771929824561403,,,,0.007633587786259542,,0.012987012987012988,,0.004366812227074236,,,,,,0.003278688524590164,,,,-0.005291005291005291,-0.01,-0.0014644360870568805
420,2026-05-31,601688 CH Equity,CNE100000LQ8,29404801W,,,,,,,,,,,0.006756756756756757,,,,,-0.02631578947368421,,0.004366812227074236,-0.02040816326530612,,,,,-0.00980392156862745,,,,0.01020408163265306,0.002564102564102564,-0.0007729996284369681
421,2026-05-31,601689 CH Equity,CNE1000023J3,31939401W,0.014285714285714285,0.003968253968253968,,,,,0.015384615384615385,0.01639344262295082,,,,,,,-0.058823529411764705,,,,,,,,,,,,,,0.002564102564102564,0.0006055738101146588
422,2026-05-31,601696 CH Equity,CNE100003R64,33709101W,,,,,,,,,,0.008771929824561403,0.006756756756756757,,,,,,,0.004366812227074236,-0.02040816326530612,,,,,-0.00980392156862745,,,,,0.002564102564102564,-0.00029859890492192934
423,2026-05-31,601698 CH Equity,CNE100003PX9,33276601W,,,,,,,,,0.013157894736842105,0.008771929824561403,,-0.02040816326530612,,,-0.058823529411764705,-0.02631578947368421,,,,-0.1,,,,,,,-0.013333333333333334,0.01020408163265306,0.002564102564102564,-0.0058696757145434856
424,2026-05-31,601699 CH Equity,CNE000001NT7,27871801W,,,,,,,,,,,,,,,,,,,,-0.1,,-0.02702702702702703,-0.1,,,,,-0.005291005291005291,0.002564102564102564,-0.00906923276286039
425,2026-05-31,601717 CH Equity,CNE100000S58,29504101W,0.014285714285714285,-0.011235955056179775,,,,,,,0.013157894736842105,-0.017543859649122806,0.006756756756756757,0.01020408163265306,,0.007633587786259542,,0.012987012987012988,,0.004366812227074236,-0.02040816326530612,,,,,0.003278688524590164,,,0.006622516556291391,,0.002564102564102564,0.0012317330240496412
426,2026-05-31,601727 CH Equity,CNE100000D55,27283602W,-0.007633587786259542,-0.011235955056179775,0.012345679012345678,,,,,,,0.008771929824561403,,0.01020408163265306,,0.007633587786259542,,-0.02631578947368421,,0.004366812227074236,0.010101010101010102,,,,,0.003278688524590164,,,0.006622516556291391,-0.005291005291005291,0.002564102564102564,0.00039471616311362637
427,2026-05-31,601728 CH Equity,CNE100004QG0,25433805W,,0.003968253968253968,,,,,-0.015625,,0.013157894736842105,0.008771929824561403,,,,,,,,,,,,,0.05,,,,0.006622516556291391,-0.005291005291005291,-0.01,0.0019100609904027306
428,2026-05-31,601766 CH Equity,CNE100000CP9,28945301W,,0.003968253968253968,,,,,,,0.013157894736842105,,,0.01020408163265306,,0.007633587786259542,,,,0.004366812227074236,0.010101010101010102,,0.018867924528301886,,,0.003278688524590164,,,0.006622516556291391,-0.005291005291005291,0.002564102564102564,0.0025116522230456263
429,2026-05-31,601777 CH Equity,CNE100000X10,29587201W,,,,,,,,,,0.008771929824561403,-0.0136986301369863,,,,,,-0.06666666666666667,0.004366812227074236,,,,,,0.003278688524590164,,,,-0.005291005291005291,-0.01,-0.0021548349254444338
430,2026-05-31,601788 CH Equity,CNE100000FD8,29246801W,,,,,,,,,,,,,0.0125,,,,,0.004366812227074236,,,,,,0.003278688524590164,,,,,0.002564102564102564,0.0006523069450159817
431,2026-05-31,601799 CH Equity,CNE1000011H2,29652801W,,0.003968253968253968,,,,,-0.015625,-0.016666666666666666,,,0.006756756756756757,,,0.007633587786259542,0.058823529411764705,,,0.004366812227074236,,,,,,0.003278688524590164,,,0.006622516556291391,,0.002564102564102564,0.001313540251789268
432,2026-05-31,601800 CH Equity,CNE100001FN5,28200502W,,0.003968253968253968,-0.012195121951219513,-0.010752688172043012,-0.010752688172043012,-0.009900990099009901,,,,,-0.0136986301369863,,,0.007633587786259542,,,,0.004366812227074236,-0.02040816326530612,,,,,0.003278688524590164,-0.022727272727272728,,,-0.005291005291005291,0.002564102564102564,-0.0029924776703536184
433,2026-05-31,601816 CH Equity,CNE100003RV9,33678201W,,0.003968253968253968,0.012345679012345678,,,,,,,0.008771929824561403,-0.0136986301369863,0.01020408163265306,,-0.022727272727272728,,,,-0.013157894736842105,,,,,,0.003278688524590164,,-0.015873015873015872,0.006622516556291391,-0.005291005291005291,-0.01,-0.0009605456049087868
434,2026-05-31,601818 CH Equity,CNE100000SL4,26978401W,-0.007633587786259542,,,-0.010752688172043012,-0.010752688172043012,-0.009900990099009901,,,,,-0.0136986301369863,,-0.02564102564102564,,,,,0.004366812227074236,,,,,,0.003278688524590164,,0.015384615384615385,,-0.005291005291005291,0.002564102564102564,-0.001786303692351405
435,2026-05-31,601825 CH Equity,CNE100004QD7,31861901W,-0.007633587786259542,,,,,,,,,,,,,,,,,0.004366812227074236,0.010101010101010102,,,,,0.003278688524590164,,,,-0.005291005291005291,0.002564102564102564,8.215093943145542e-05
436,2026-05-31,601838 CH Equity,CNE100002SN6,32652701W,-0.007633587786259542,,,,-0.010752688172043012,,,,,,,,,-0.022727272727272728,,0.012987012987012988,,0.004366812227074236,,,,,,0.003278688524590164,,0.015384615384615385,,,-0.01,-0.0005181377188501352
437,2026-05-31,601857 CH Equity,CNE1000007Q1,13387003W,,,,,,,,,,,,,,,,,,,,,,0.013513513513513514,,,,,,,0.002564102564102564,0.0006346426484890742
438,2026-05-31,601868 CH Equity,CNE100004QL0,32082704W,,-0.011235955056179775,,,,,,,-0.006944444444444444,-0.017543859649122806,,,,0.007633587786259542,,0.012987012987012988,,0.004366812227074236,0.010101010101010102,,,,,0.003278688524590164,0.017241379310344827,,-0.013333333333333334,0.01020408163265306,-0.01,1.2709730627765851e-05
439,2026-05-31,601872 CH Equity,CNE000001PQ8,28153901W,,,0.012345679012345678,0.010752688172043012,0.010638297872340425,0.009900990099009901,,,,,,,,,,,,,,,,,0.05,,,,,0.01020408163265306,0.002564102564102564,0.004200229895736083
440,2026-05-31,601877 CH Equity,CNE100000KD8,29373001W,,0.003968253968253968,,,,,,,0.013157894736842105,0.008771929824561403,,0.01020408163265306,,0.007633587786259542,,-0.02631578947368421,,0.004366812227074236,0.010101010101010102,,,,,0.003278688524590164,,,0.006622516556291391,,0.002564102564102564,0.001537124596958336
441,2026-05-31,601878 CH Equity,CNE100002R65,32478801W,,,,,,,,,,,,,,,,-0.02631578947368421,,0.004366812227074236,0.010101010101010102,,,,,,,-0.015873015873015872,,,0.002564102564102564,-0.0008215510721048719
442,2026-05-31,601881 CH Equity,CNE100002FG7,31539405W,,,,-0.010752688172043012,-0.010752688172043012,-0.009900990099009901,,,,,,,,,,,,0.004366812227074236,,,,,,0.003278688524590164,,-0.015873015873015872,,0.01020408163265306,0.002564102564102564,-0.001123691690405935
443,2026-05-31,601888 CH Equity,CNE100000G29,29278401W,0.014285714285714285,0.003968253968253968,,,0.010638297872340425,,,,,,,,,,,,,,,,,,,0.003278688524590164,,,,0.01020408163265306,-0.01,0.0012779617744778128
444,2026-05-31,601899 CH Equity,CNE100000B24,25954302W,,0.003968253968253968,,,,,-0.015625,-0.016666666666666666,-0.006944444444444444,,,,,,,,,,,,,,,0.003278688524590164,,0.015384615384615385,,-0.005291005291005291,0.002564102564102564,-0.0007630836779985624
445,2026-05-31,601901 CH Equity,CNE1000015Y8,29838601W,,,,,,,,,,,0.006756756756756757,,,,,,,0.004366812227074236,,,,,,,,,,,0.002564102564102564,0.00037930390508685897
446,2026-05-31,601919 CH Equity,CNE100000601,27324002W,,0.003968253968253968,0.012345679012345678,0.010752688172043012,0.010638297872340425,0.009900990099009901,,,0.013157894736842105,0.008771929824561403,,-0.02040816326530612,,,,0.012987012987012988,,,,,0.018867924528301886,,,0.003278688524590164,-0.022727272727272728,-0.015873015873015872,0.006622516556291391,-0.005291005291005291,0.002564102564102564,0.0019366274716333134
447,2026-05-31,601933 CH Equity,CNE100000XX9,29598701W,-0.007633587786259542,,,,0.010638297872340425,,,,,0.008771929824561403,0.006756756756756757,,0.0125,0.007633587786259542,0.058823529411764705,0.012987012987012988,,0.004366812227074236,,,,-0.02702702702702703,,-0.00980392156862745,,,-0.013333333333333334,,,0.0009344301547946787
448,2026-05-31,601939 CH Equity,CNE100000742,27436402W,-0.007633587786259542,,,,,,,,,,-0.0136986301369863,,,,,,,,0.010101010101010102,,,,,0.003278688524590164,,-0.015873015873015872,,-0.005291005291005291,-0.01,-0.0014920029861887679
449,2026-05-31,601958 CH Equity,CNE1000009Y1,28865301W,,0.003968253968253968,0.012345679012345678,,-0.010752688172043012,,,-0.016666666666666666,,,,,,,,,,,,,,,,0.003278688524590164,,,,0.01020408163265306,0.002564102564102564,0.00019505724282026547
450,2026-05-31,601985 CH Equity,CNE1000022N7,31983201W,-0.007633587786259542,,,,,,,,,0.008771929824561403,,-0.02040816326530612,-0.02564102564102564,0.007633587786259542,,-0.02631578947368421,,,0.010101010101010102,,,,0.05,0.003278688524590164,,,-0.013333333333333334,-0.005291005291005291,,-7.985288495282857e-05
451,2026-05-31,601988 CH Equity,CNE000001N05,26746102W,,,,,,,,,,,,-0.02040816326530612,-0.02564102564102564,0.007633587786259542,,0.012987012987012988,,,0.010101010101010102,,,,,0.003278688524590164,,,,-0.005291005291005291,-0.01,-0.0008573599467628992
452,2026-05-31,601990 CH Equity,CNE1000031R9,32741601W,,,,,,,,,,-0.017543859649122806,0.006756756756756757,,,,,,,,-0.02040816326530612,,,,,0.003278688524590164,,,,-0.005291005291005291,0.002564102564102564,-0.0007581009757625635
453,2026-05-31,601991 CH Equity,CNE000001Q02,21350202W,0.014285714285714285,,,-0.010752688172043012,,-0.009900990099009901,0.015384615384615385,0.01639344262295082,-0.006944444444444444,0.008771929824561403,,,,0.007633587786259542,,0.012987012987012988,0.0625,0.004366812227074236,0.010101010101010102,,,0.013513513513513514,0.05,,,,0.006622516556291391,0.01020408163265306,,0.006559236829345499
454,2026-05-31,601995 CH Equity,CNE1000048J0,32067606W,-0.007633587786259542,,,0.010752688172043012,0.010638297872340425,0.009900990099009901,,,,0.008771929824561403,,,0.0125,,,,,0.004366812227074236,0.010101010101010102,,,,,0.003278688524590164,,-0.015873015873015872,,-0.005291005291005291,0.002564102564102564,0.001222592495749201
455,2026-05-31,601998 CH Equity,CNE1000000R4,28445801W,-0.007633587786259542,,,-0.010752688172043012,,-0.009900990099009901,,,,,,-0.02040816326530612,-0.02564102564102564,0.007633587786259542,,0.012987012987012988,,,,,,,,0.003278688524590164,,0.015384615384615385,,,-0.01,-0.0014103449512526398
456,2026-05-31,603019 CH Equity,CNE100001TW7,31862501W,,0.003968253968253968,-0.012195121951219513,,,,,,,,,,,,,,,,,,0.018867924528301886,0.013513513513513514,,,,,,-0.005291005291005291,0.002564102564102564,0.0008458288517924438
457,2026-05-31,603119 CH Equity,CNE100006M74,35806301W,0.014285714285714285,-0.011235955056179775,,0.010752688172043012,,0.009900990099009901,,,,,,-0.02040816326530612,,-0.022727272727272728,,,,-0.013157894736842105,,,0.018867924528301886,,,-0.00980392156862745,,,,0.01020408163265306,,0.00028891017241508706
458,2026-05-31,603160 CH Equity,CNE100002G84,32266101W,,-0.011235955056179775,,,-0.010752688172043012,,,,-0.006944444444444444,,,,,,,,,,,,0.018867924528301886,0.013513513513513514,,0.003278688524590164,0.017241379310344827,,0.006622516556291391,-0.005291005291005291,-0.01,0.0006039444973222858
459,2026-05-31,603179 CH Equity,CNE100002YB9,32373801W,0.014285714285714285,0.003968253968253968,,,-0.010752688172043012,-0.009900990099009901,0.015384615384615385,0.01639344262295082,,-0.017543859649122806,,,,0.007633587786259542,-0.058823529411764705,,0.0625,0.004366812227074236,,,,,,-0.00980392156862745,0.017241379310344827,,,0.01020408163265306,0.002564102564102564,0.0019105877320618864
460,2026-05-31,603228 CH Equity,CNE100002FZ7,32325201W,,0.003968253968253968,,,,,0.015384615384615385,0.01639344262295082,-0.006944444444444444,,0.006756756756756757,,,,,,,0.004366812227074236,,,0.018867924528301886,0.013513513513513514,,,0.017241379310344827,,0.006622516556291391,-0.005291005291005291,0.002564102564102564,0.003527574352207012
461,2026-05-31,603259 CH Equity,CNE1000031K4,32714001W,,,0.012345679012345678,0.010752688172043012,0.010638297872340425,0.009900990099009901,,,,-0.017543859649122806,,,,,,,,,0.010101010101010102,,,,,-0.00980392156862745,,,0.006622516556291391,,0.002564102564102564,0.0015121002536786926
462,2026-05-31,603260 CH Equity,CNE100002V10,32572201W,-0.007633587786259542,0.003968253968253968,-0.012195121951219513,-0.010752688172043012,-0.010752688172043012,-0.009900990099009901,,,0.013157894736842105,,,,,,,,,,,,,,,0.003278688524590164,,,,-0.005291005291005291,-0.01,-0.0018205751683571239
463,2026-05-31,603288 CH Equity,CNE100001SL2,31713601W,-0.007633587786259542,,0.012345679012345678,,0.010638297872340425,0.009900990099009901,,,-0.006944444444444444,,,,,,,0.012987012987012988,,,,,,0.013513513513513514,,0.003278688524590164,,-0.015873015873015872,-0.013333333333333334,,,0.0005572854677122377
464,2026-05-31,603290 CH Equity,CNE100003RN6,33688801W,,-0.011235955056179775,,-0.010752688172043012,,,-0.015625,-0.016666666666666666,,,,,,,,,,,,,-0.018867924528301886,-0.02702702702702703,,0.003278688524590164,,,0.006622516556291391,-0.005291005291005291,0.002564102564102564,-0.0036710899618404816
465,2026-05-31,603296 CH Equity,CNE100006M82,35777801W,,0.003968253968253968,,,,,,,-0.006944444444444444,,0.006756756756756757,,,,,,,0.004366812227074236,,,,0.013513513513513514,,0.003278688524590164,-0.022727272727272728,0.015384615384615385,,-0.005291005291005291,,0.0003247610062650988
466,2026-05-31,603298 CH Equity,CNE100002FY0,32317601W,,0.003968253968253968,,,,,,,,,0.006756756756756757,0.01020408163265306,,0.007633587786259542,,,,0.004366812227074236,,,0.018867924528301886,,,0.003278688524590164,,,,-0.005291005291005291,0.002564102564102564,0.0016472402568415056
467,2026-05-31,603338 CH Equity,CNE1000023M7,31944801W,0.014285714285714285,0.003968253968253968,,,,,,,,,,,,-0.022727272727272728,,,,-0.013157894736842105,0.010101010101010102,,,,,0.003278688524590164,,,0.006622516556291391,-0.005291005291005291,0.002564102564102564,0.00035914316678090167
468,2026-05-31,603345 CH Equity,CNE100002YQ7,32356401W,-0.007633587786259542,,0.012345679012345678,,0.010638297872340425,0.009900990099009901,,,-0.006944444444444444,0.008771929824561403,0.006756756756756757,,,0.007633587786259542,,,,0.004366812227074236,,,,-0.02702702702702703,,-0.00980392156862745,,-0.015873015873015872,0.006622516556291391,,,-0.0004081347413573311
469,2026-05-31,603369 CH Equity,CNE100001TH8,31795301W,0.014285714285714285,,,,,,-0.015625,-0.016666666666666666,,-0.017543859649122806,-0.0136986301369863,-0.02040816326530612,-0.02564102564102564,-0.022727272727272728,-0.058823529411764705,-0.02631578947368421,,-0.013157894736842105,,,,,,,,,0.006622516556291391,,,-0.005407252354774819
470,2026-05-31,603392 CH Equity,CNE100004090,33814901W,-0.007633587786259542,,-0.012195121951219513,,,,,,,0.008771929824561403,,-0.02040816326530612,-0.02564102564102564,,,,,,0.010101010101010102,,,,,0.003278688524590164,-0.022727272727272728,,-0.013333333333333334,,0.002564102564102564,-0.002654926945763163
471,2026-05-31,603486 CH Equity,CNE1000031N8,32732601W,,0.003968253968253968,,,,,,,,,0.006756756756756757,,,0.007633587786259542,-0.058823529411764705,,-0.06666666666666667,0.004366812227074236,,,,,,0.003278688524590164,0.017241379310344827,,0.006622516556291391,0.01020408163265306,0.002564102564102564,-0.0009362607054252462
472,2026-05-31,603501 CH Equity,CNE100002XM8,32414701W,,0.003968253968253968,-0.012195121951219513,-0.010752688172043012,-0.010752688172043012,-0.009900990099009901,-0.015625,-0.016666666666666666,-0.006944444444444444,,0.006756756756756757,,,,,,,0.004366812227074236,,,,0.013513513513513514,,0.003278688524590164,0.017241379310344827,0.015384615384615385,0.006622516556291391,,0.002564102564102564,-0.0005218261854188277
473,2026-05-31,603516 CH Equity,CNE100002SP1,32649601W,,,,,,,,,0.013157894736842105,,-0.0136986301369863,,,,,,,-0.013157894736842105,,,0.018867924528301886,0.013513513513513514,,,,,-0.013333333333333334,0.01020408163265306,0.002564102564102564,0.0011038830550059713
474,2026-05-31,603568 CH Equity,CNE1000023N5,31977701W,,0.003968253968253968,-0.012195121951219513,-0.010752688172043012,-0.010752688172043012,-0.009900990099009901,,,0.013157894736842105,0.008771929824561403,-0.0136986301369863,-0.02040816326530612,,-0.022727272727272728,,,,-0.013157894736842105,,,0.018867924528301886,,,0.003278688524590164,0.017241379310344827,,0.006622516556291391,,-0.01,-0.0011541132325525352
475,2026-05-31,603596 CH Equity,CNE1000030Y7,32709701W,-0.007633587786259542,0.003968253968253968,-0.012195121951219513,,-0.010752688172043012,,-0.015625,-0.016666666666666666,,-0.017543859649122806,,,,0.007633587786259542,,,,0.004366812227074236,,,,,,,,,,,0.002564102564102564,-0.0023625615479507924
476,2026-05-31,603605 CH Equity,CNE100002TP9,32595101W,-0.007633587786259542,,-0.012195121951219513,,-0.010752688172043012,,,,-0.006944444444444444,,0.006756756756756757,0.01020408163265306,,0.007633587786259542,,0.012987012987012988,,0.004366812227074236,,,,0.013513513513513514,,,,0.015384615384615385,0.006622516556291391,,,0.0009695542401340405
477,2026-05-31,603606 CH Equity,CNE100001T23,31851701W,,0.003968253968253968,-0.012195121951219513,,,,,,,,0.006756756756756757,,,0.007633587786259542,,-0.02631578947368421,,0.004366812227074236,,,,,,,,0.015384615384615385,,-0.005291005291005291,-0.01,-0.0005100155065300647
478,2026-05-31,603659 CH Equity,CNE100002TX3,32579001W,,0.003968253968253968,,,,,0.015384615384615385,0.01639344262295082,,,,,,,,,,,,,,,,,,0.015384615384615385,,,0.002564102564102564,0.002119540349607713
479,2026-05-31,603799 CH Equity,CNE100001VW3,31912901W,0.014285714285714285,-0.011235955056179775,-0.012195121951219513,0.010752688172043012,0.010638297872340425,0.009900990099009901,,,-0.006944444444444444,-0.017543859649122806,,-0.02040816326530612,,0.007633587786259542,,-0.02631578947368421,,0.004366812227074236,,,-0.018867924528301886,,,-0.00980392156862745,0.017241379310344827,0.015384615384615385,,,0.002564102564102564,-0.0004493009920312547
480,2026-05-31,603806 CH Equity,CNE100001VX1,31833601W,,0.003968253968253968,0.012345679012345678,,-0.010752688172043012,,-0.015625,,,,0.006756756756756757,,,,,,,0.004366812227074236,,,,0.013513513513513514,,0.003278688524590164,,-0.015873015873015872,0.006622516556291391,,0.002564102564102564,0.0002797492166614798
481,2026-05-31,603816 CH Equity,CNE100002GF7,32265001W,0.014285714285714285,-0.011235955056179775,0.012345679012345678,0.010752688172043012,,0.009900990099009901,0.015384615384615385,0.01639344262295082,,,0.006756756756756757,,0.0125,0.007633587786259542,,,,0.004366812227074236,,,,,,0.003278688524590164,,,0.006622516556291391,,0.002564102564102564,0.003950868885873038
482,2026-05-31,603893 CH Equity,CNE100003RK2,33774001W,,0.003968253968253968,,,0.010638297872340425,,,,-0.006944444444444444,,0.006756756756756757,,,,,,,0.004366812227074236,,,0.018867924528301886,0.013513513513513514,,0.003278688524590164,,-0.015873015873015872,,-0.005291005291005291,0.002564102564102564,0.0012539700737749396
483,2026-05-31,603939 CH Equity,CNE100001TS5,31925501W,,,0.012345679012345678,,,,-0.015625,-0.016666666666666666,,0.008771929824561403,0.006756756756756757,0.01020408163265306,0.0125,0.007633587786259542,,,,0.004366812227074236,,,,0.013513513513513514,,0.003278688524590164,,0.015384615384615385,0.006622516556291391,,,0.0020000406803015974
484,2026-05-31,603979 CH Equity,CNE1000022P2,31999701W,,-0.011235955056179775,,,,,,,-0.006944444444444444,,,,,,,,,,,,,,,0.003278688524590164,,0.015384615384615385,,,0.002564102564102564,0.0001202765737018091
485,2026-05-31,603986 CH Equity,CNE1000030S9,32212201W,,0.003968253968253968,0.012345679012345678,0.010752688172043012,0.010638297872340425,0.009900990099009901,,,,,,,,,,,,,,,0.018867924528301886,0.013513513513513514,,-0.00980392156862745,,0.015384615384615385,,,0.002564102564102564,0.003478899902010968
486,2026-05-31,603993 CH Equity,CNE100001NR0,28453202W,,0.003968253968253968,0.012345679012345678,,,,-0.015625,-0.016666666666666666,-0.006944444444444444,,,,,,,,,,,,,,,0.003278688524590164,,,,,0.002564102564102564,-0.0006741862334852461
487,2026-05-31,605117 CH Equity,CNE1000052S3,34754501W,-0.007633587786259542,0.003968253968253968,0.012345679012345678,0.010752688172043012,0.010638297872340425,0.009900990099009901,,,-0.006944444444444444,,0.006756756756756757,,,,,0.012987012987012988,,0.004366812227074236,,,0.018867924528301886,,,,0.017241379310344827,,,0.01020408163265306,0.002564102564102564,0.0038358708543776605
488,2026-05-31,605499 CH Equity,CNE100005576,34875601W,,,-0.012195121951219513,,,,,,-0.006944444444444444,,0.006756756756756757,-0.02040816326530612,-0.02564102564102564,0.007633587786259542,0.058823529411764705,0.012987012987012988,,0.004366812227074236,,,,,,,,0.015384615384615385,,,,0.0009647415084264536
489,2026-05-31,688002 CH Equity,CNE100003MX6,33290501W,,0.003968253968253968,,,,,0.015384615384615385,0.01639344262295082,-0.006944444444444444,,0.006756756756756757,,,,,,,,,,,,,0.003278688524590164,0.017241379310344827,,0.006622516556291391,,0.002564102564102564,0.0024784668626592014
490,2026-05-31,688008 CH Equity,CNE100003MN7,34655901W,,0.003968253968253968,,,0.010638297872340425,0.009900990099009901,,,-0.006944444444444444,,,,,,,,,-0.013157894736842105,,,0.018867924528301886,0.013513513513513514,,,,-0.015873015873015872,,,0.002564102564102564,0.0011171952638073773
491,2026-05-31,688012 CH Equity,CNE100003MM9,33303201W,,0.003968253968253968,,0.010752688172043012,,0.009900990099009901,,,,,,,,,,,,,,,,,,0.003278688524590164,,-0.015873015873015872,,,0.002564102564102564,0.000575988369202417
492,2026-05-31,688019 CH Equity,CNE100003ML1,33304501W,,0.003968253968253968,,,,,-0.015625,-0.016666666666666666,-0.006944444444444444,,,,,,,,,,,,,0.013513513513513514,,0.003278688524590164,0.017241379310344827,-0.015873015873015872,,,-0.01,-0.0010700245169513317
493,2026-05-31,688036 CH Equity,CNE100003P74,33374501W,,0.003968253968253968,-0.012195121951219513,-0.010752688172043012,-0.010752688172043012,-0.009900990099009901,,,-0.006944444444444444,,0.006756756756756757,,,,,,,0.004366812227074236,,,-0.018867924528301886,-0.02702702702702703,,0.003278688524590164,0.017241379310344827,0.015384615384615385,-0.013333333333333334,-0.005291005291005291,0.002564102564102564,-0.0025888122133177964
494,2026-05-31,688037 CH Equity,CNE100005X23,33665101W,,0.003968253968253968,,,,,,,,,-0.0136986301369863,,,,,,,,,,,,,,,0.015384615384615385,,,0.002564102564102564,0.0005226776022666778
495,2026-05-31,688041 CH Equity,CNE100005PT2,35397101W,,0.003968253968253968,-0.012195121951219513,,,,-0.015625,-0.016666666666666666,,,,,,,,,,0.004366812227074236,,,0.018867924528301886,0.013513513513513514,,0.003278688524590164,,,-0.013333333333333334,,-0.01,-0.001003661384871726
496,2026-05-31,688047 CH Equity,CNE100005QH5,35346801W,,-0.011235955056179775,,,,-0.009900990099009901,,0.01639344262295082,-0.006944444444444444,,-0.0136986301369863,,,,,,,-0.013157894736842105,,,,,,0.003278688524590164,,,-0.013333333333333334,,0.002564102564102564,-0.0014284589300951303
497,2026-05-31,688065 CH Equity,CNE100004447,18769301W,,-0.011235955056179775,,,,,,,-0.006944444444444444,,,,,,,,,,,,,,,0.003278688524590164,,,,-0.005291005291005291,0.002564102564102564,-0.0006958662301433359
498,2026-05-31,688072 CH Equity,CNE100005998,35309601W,,0.003968253968253968,,0.010752688172043012,0.010638297872340425,0.009900990099009901,0.015384615384615385,0.01639344262295082,-0.006944444444444444,,,,,,,,,0.004366812227074236,,,,,,0.003278688524590164,0.017241379310344827,,0.006622516556291391,-0.005291005291005291,-0.01,0.002949120842786356
499,2026-05-31,688082 CH Equity,CNE100004ZD8,35106701W,,-0.011235955056179775,,,,,,,-0.006944444444444444,,,,,,,,,,,,,,,0.003278688524590164,0.017241379310344827,,-0.013333333333333334,,0.002564102564102564,-0.0003327458376587182
500,2026-05-31,688099 CH Equity,CNE100003LZ3,33319901W,,0.003968253968253968,0.012345679012345678,,,,,,-0.006944444444444444,,0.006756756756756757,,,,,,,0.004366812227074236,,,,,,,,,-0.013333333333333334,-0.005291005291005291,0.002564102564102564,1.3980927912933907e-05
501,2026-05-31,688110 CH Equity,CNE1000055X6,35143501W,,-0.011235955056179775,,,,,,0.01639344262295082,,,-0.0136986301369863,,,,,,,-0.013157894736842105,,,-0.018867924528301886,-0.02702702702702703,,,,,-0.013333333333333334,-0.005291005291005291,0.002564102564102564,-0.002913427564646235
502,2026-05-31,688111 CH Equity,CNE100003PM2,33547701W,,0.003968253968253968,0.012345679012345678,0.010752688172043012,,0.009900990099009901,,,,,,,,,,,,,,,,,,0.003278688524590164,,,0.006622516556291391,,0.002564102564102564,0.0019512991490563602
503,2026-05-31,688120 CH Equity,CNE100005QL7,35344301W,,0.003968253968253968,-0.012195121951219513,,,,,,,,,,,,,,,,,,,0.013513513513513514,,0.003278688524590164,,,,-0.005291005291005291,-0.01,-0.0002654869842264835
504,2026-05-31,688122 CH Equity,CNE100003MF3,33282901W,,-0.011235955056179775,,,-0.010752688172043012,,,0.01639344262295082,,,,,,,,,,,,,,,,,,,,,0.002564102564102564,-0.00011964858965353691
505,2026-05-31,688126 CH Equity,CNE1000040F5,33825701W,,-0.011235955056179775,,0.010752688172043012,,0.009900990099009901,,,-0.006944444444444444,,-0.0136986301369863,,,,,,,-0.013157894736842105,,,,,,0.003278688524590164,0.017241379310344827,,-0.013333333333333334,,0.002564102564102564,-0.00018888259322343633
506,2026-05-31,688169 CH Equity,CNE100003R80,33730101W,-0.007633587786259542,0.003968253968253968,,,,,,,,-0.017543859649122806,0.006756756756756757,,,0.007633587786259542,-0.058823529411764705,,0.0625,0.004366812227074236,,,-0.018867924528301886,,,,,,,,0.002564102564102564,-0.0006660117901976625
507,2026-05-31,688180 CH Equity,CNE1000041Z1,33015805W,-0.007633587786259542,,,-0.010752688172043012,,-0.009900990099009901,,,,,,-0.02040816326530612,-0.02564102564102564,,,,,,0.010101010101010102,,,,,-0.00980392156862745,,,-0.013333333333333334,,0.002564102564102564,-0.0028274053067998094
