style,ddt,ticker,isin,gvkeyiid,Analyst Expectations,Analyst Expectations,Analyst Expectations,Analyst Expectations,Analyst Expectations,Analyst Expectations,Analyst Expectations,Capital Efficiency,Capital Efficiency,Capital Efficiency,Capital Efficiency,Capital Efficiency,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Price Momentum,Price Momentum,Price Momentum,Price Momentum,Price Momentum,Price Momentum,Price Momentum,Price Momentum,Price Momentum,Valuation,Valuation,Valuation,Volatility,Volatility,Volatility,MP
factor_weight,,,,,0.026315785944461823,0.026315785944461823,0.026315785944461823,0.026315785944461823,0.026315785944461823,0.026315785944461823,0.026315785944461823,0.026315785944461823,0.026315785944461823,0.026315785944461823,0.026315785944461823,0.026315785944461823,0.026315785944461823,0.026315785944461823,0.026315785944461823,0.026315785944461823,0.026315785944461823,0.026315785944461823,0.026315785944461823,0.026315785944461823,0.026315785944461823,0.026315785944461823,0.026315785944461823,0.026315785944461823,0.026315785944461823,0.026315785944461823,0.026315785944461823,0.026315785944461823,0.026315785944461823,0.026315785944461823,0.026315785944461823,0.026315785944461823,0.026315785944461823,0.026315785944461823,0.026315785944461823,0.026315785944461823,0.026315785944461823,0.026315785944461823,0.9999998658895493
factor,,,,,6MChgTgtPrcGapEMA,EBITEstDisp,EPSEstDispFY1C,EPSEstDispFY2C,EPSNumRevFY1C,Rev3MFY1C,Rev3MFY2C,AdjIntCov,DebtChg1Y,FinLev,IntCovRatio,ShareChg,CapExToSales,DepToCapex,EPSToOCFChg,InvToAsset,InvToAst,InvToAstChg1Y,SalesToEPSChg,3YAvgAnnSalesGrw,DIVIDENDGROWTH,DivperShareGrowth,TTMOverheadtoSales,50DVolSig,Alpha12M6MPChg,Alpha36M6MPChg,Alpha60M,Chg1YTurnover,IO_TO,PM1M,STO,STO_6M,DivToCF,InvPEGYC,OCFEV,90DCV,Beta60M,YoYChgDA,AGG
377,2026-04-30,601088 CH Equity,CNE100000767,27315302W,-0.007407407407407408,,,,,,,,,-0.021739130434782608,,,,,,,-0.017857142857142856,,,,,,,-0.1,,,-0.009708737864077669,,,-0.009345794392523364,,0.017543859649122806,0.007936507936507936,,,-0.005376344086021506,0.002506265664160401,,-0.0037749448566920672
378,2026-04-30,601099 CH Equity,CNE1000008V9,28774601W,,,,-0.0136986301369863,,,,,-0.024390243902439025,,,,,0.012345679012345678,,,,,,,,,,,,,,,,,-0.009615384615384616,,-0.023809523809523808,,,,0.002506265664160401,,-0.0014911007944442911
379,2026-04-30,601100 CH Equity,CNE1000019R4,30319201W,0.014285714285714285,,0.0036363636363636364,,0.01282051282051282,,,,,-0.021739130434782608,,,,,,,,,,,-0.01818181818181818,,,,,,,,,,0.003194888178913738,,,-0.015151515151515152,,,0.002506265664160401,,-0.0004902293864248719
380,2026-04-30,601108 CH Equity,CNE100002V44,32572501W,,,,,,,,,,,,,,-0.025,,,,,,,,,,,,-0.019230769230769232,,,,,,,0.007936507936507936,,,,0.002506265664160401,-0.014492753623188406,-0.0012705458625877962
381,2026-04-30,601111 CH Equity,CNE000001NN0,27146702W,0.014285714285714285,-0.022727272727272728,-0.014285714285714285,0.0136986301369863,-0.011494252873563218,-0.010638297872340425,-0.01020408163265306,,-0.024390243902439025,-0.021739130434782608,,,,,,,,,,,,,,,,,0.009615384615384616,,,,0.003194888178913738,,,,0.00641025641025641,,-0.00980392156862745,,-0.002054685031554108
382,2026-04-30,601117 CH Equity,CNE100000KC0,29361201W,-0.007407407407407408,0.022222222222222223,-0.014285714285714285,-0.0136986301369863,0.01282051282051282,0.010752688172043012,0.010101010101010102,,,,,,0.01,,0.014492753623188406,,,,,,,,,,,,-0.009708737864077669,,,,,,,0.015151515151515152,,,0.002506265664160401,,0.0013933281831523792
383,2026-04-30,601127 CH Equity,CNE1000028B9,32180201W,,,0.0036363636363636364,0.0136986301369863,,-0.010638297872340425,,-0.027777777777777776,,,-0.016666666666666666,,,0.012345679012345678,,,,,,,0.01818181818181818,,,,,,,,,,0.003194888178913738,,,,0.00641025641025641,,0.002506265664160401,,0.0001287146907395776
384,2026-04-30,601128 CH Equity,CNE100002RJ6,32256201W,-0.007407407407407408,,,,,-0.010638297872340425,-0.01020408163265306,,,,,,,,,,-0.017857142857142856,,,,,,,,,0.009615384615384616,,,,,-0.009615384615384616,,-0.023809523809523808,-0.015151515151515152,,-0.005376344086021506,-0.00980392156862745,,-0.002638111077391994
385,2026-04-30,601136 CH Equity,CNE100005VG7,35505501W,,,,,,,,,-0.024390243902439025,,,,,-0.025,,,,,,,,,,,,,,,,,0.003194888178913738,,0.007936507936507936,,,,-0.00980392156862745,0.014084507042253521,-0.0008941646778039792
386,2026-04-30,601138 CH Equity,CNE1000031P3,32738601W,,,0.0036363636363636364,,0.01282051282051282,0.010752688172043012,0.010101010101010102,,,,0.01639344262295082,,,,0.014492753623188406,,,,,,,,,,,,-0.009708737864077669,,,,0.003194888178913738,-0.020833333333333332,,0.015151515151515152,,-0.005376344086021506,0.002506265664160401,,0.001398184672678945
387,2026-04-30,601162 CH Equity,CNE100003F43,32806701W,,,,,,,,,0.023255813953488372,,,,,0.012345679012345678,,,,,,,,,,,,,,,,,-0.009615384615384616,,0.007936507936507936,,,0.010416666666666666,0.002506265664160401,0.014084507042253521,0.0016034223023337034
388,2026-04-30,601166 CH Equity,CNE000001QZ7,28248301W,-0.007407407407407408,,,,,,,,,,,,,-0.025,,,-0.017857142857142856,-0.02564102564102564,,,,,,,,,,,,-0.009345794392523364,0.003194888178913738,,0.007936507936507936,0.015151515151515152,,,0.002506265664160401,,-0.001485846994600838
389,2026-04-30,601168 CH Equity,CNE100000619,28541101W,0.014285714285714285,,0.0036363636363636364,,0.01282051282051282,,,,,,,,,,,,,,,,,,,,,,,,,0.009009009009009009,0.003194888178913738,,0.007936507936507936,,,,0.002506265664160401,0.014084507042253521,0.0017756252506446798
390,2026-04-30,601169 CH Equity,CNE100000734,28610901W,-0.007407407407407408,0.022222222222222223,,,,,-0.01020408163265306,,,,,,0.01,0.012345679012345678,,,-0.017857142857142856,,,,,,,,,0.009615384615384616,,,,,,,,,,-0.005376344086021506,0.002506265664160401,-0.014492753623188406,3.557425595805881e-05
391,2026-04-30,601179 CH Equity,CNE100000KW8,29372801W,-0.007407407407407408,0.022222222222222223,0.0036363636363636364,,,,,,,,,,0.01,,,,,-0.02564102564102564,,,0.01818181818181818,,,,,,,,,,-0.009615384615384616,,,,,0.010416666666666666,0.002506265664160401,,0.0006394609328577378
392,2026-04-30,601186 CH Equity,CNE1000009T1,28841402W,-0.007407407407407408,0.022222222222222223,0.0036363636363636364,,,,,,-0.024390243902439025,0.020833333333333332,,-0.007352941176470588,,,0.014492753623188406,,,0.01282051282051282,,,,,,,,,,,,,0.003194888178913738,,,,-0.012987012987012988,-0.005376344086021506,0.002506265664160401,-0.014492753623188406,0.00020262198061981435
393,2026-04-30,601198 CH Equity,CNE100002177,31928401W,-0.007407407407407408,,,,,,,,0.023255813953488372,,,,,0.012345679012345678,,,-0.017857142857142856,-0.02564102564102564,,,,,,,,0.009615384615384616,,,,0.009009009009009009,,,0.007936507936507936,,,,0.002506265664160401,0.014084507042253521,0.0007328312524452791
394,2026-04-30,601211 CH Equity,CNE1000022F3,31995701W,,,,,,0.010752688172043012,,,,,,,,0.012345679012345678,,,-0.017857142857142856,-0.02564102564102564,,,,,,,,,0.009615384615384616,,,0.009009009009009009,0.003194888178913738,,0.007936507936507936,-0.015151515151515152,,0.010416666666666666,0.002506265664160401,,0.0001875632802496796
395,2026-04-30,601212 CH Equity,CNE100002RP3,32355301W,,,,,,,,,,0.020833333333333332,,,,,,,,,,,,,,,,0.009615384615384616,,,,0.009009009009009009,0.003194888178913738,,0.007936507936507936,,,0.010416666666666666,0.002506265664160401,0.014084507042253521,0.002042014527361033
396,2026-04-30,601216 CH Equity,CNE1000010F8,29686701W,,,-0.014285714285714285,-0.0136986301369863,,,,,,,-0.016666666666666666,,,,,,,,,,,,,,,0.009615384615384616,,,,,0.003194888178913738,,0.007936507936507936,,,-0.005376344086021506,0.002506265664160401,0.014084507042253521,-0.0003339421062193031
397,2026-04-30,601225 CH Equity,CNE100001T64,31705701W,-0.007407407407407408,,,,0.01282051282051282,,,,,,,,,,0.014492753623188406,,-0.017857142857142856,,,,,,,-0.1,,0.009615384615384616,,-0.14285714285714285,,-0.009345794392523364,,,0.007936507936507936,,,-0.005376344086021506,-0.00980392156862745,,-0.006520593709027271
398,2026-04-30,601229 CH Equity,CNE100002FM5,32288601W,-0.007407407407407408,0.022222222222222223,,,,,,,-0.024390243902439025,,,,0.01,0.012345679012345678,,,,,,,,,,,,0.009615384615384616,,,,,0.003194888178913738,,0.007936507936507936,,,-0.005376344086021506,-0.00980392156862745,-0.014492753623188406,0.00010115818058337622
399,2026-04-30,601231 CH Equity,CNE100001BZ8,31164401W,,,0.0036363636363636364,,-0.011494252873563218,,0.010101010101010102,,,,,-0.007352941176470588,,,,,,,,,,,,,,,0.009615384615384616,,,0.009009009009009009,0.003194888178913738,0.017543859649122806,,-0.015151515151515152,0.00641025641025641,0.010416666666666666,0.002506265664160401,,0.0010114470940737884
400,2026-04-30,601233 CH Equity,CNE1000012X7,29730101W,,,0.0036363636363636364,,-0.011494252873563218,,,0.02702702702702703,,0.020833333333333332,0.01639344262295082,,,,,,,,,,,,,,,0.009615384615384616,0.009615384615384616,,,0.009009009009009009,,,,,,0.010416666666666666,0.002506265664160401,,0.0025673318745548903
401,2026-04-30,601238 CH Equity,CNE100001NQ2,29526303W,0.014285714285714285,,0.0036363636363636364,0.0136986301369863,,-0.010638297872340425,0.010101010101010102,,,,,,,-0.025,0.014492753623188406,,,,-0.06666666666666667,,-0.01818181818181818,,,,,,,,,,0.003194888178913738,,,,-0.012987012987012988,-0.005376344086021506,0.002506265664160401,,-0.002024592206573698
402,2026-04-30,601288 CH Equity,CNE100000RJ0,26978301W,,,,,,,,,,,,,,,,,0.06666666666666667,,,,,,,,,0.009615384615384616,-0.009708737864077669,,,-0.009345794392523364,0.003194888178913738,,,-0.015151515151515152,,0.010416666666666666,0.002506265664160401,,0.001531416225770418
403,2026-04-30,601318 CH Equity,CNE000001R84,16070902W,,,,,,-0.010638297872340425,,,,,,,0.01,0.012345679012345678,,,,,,,,,,,,0.009615384615384616,,,,,0.003194888178913738,,,0.015151515151515152,,0.010416666666666666,0.002506265664160401,,0.001384002483249879
404,2026-04-30,601319 CH Equity,CNE100003F27,31421406W,0.014285714285714285,,,,,-0.010638297872340425,-0.01020408163265306,,,,,,0.01,,,,,,,,,,,,,0.009615384615384616,0.009615384615384616,,,0.009009009009009009,0.003194888178913738,,-0.023809523809523808,0.015151515151515152,,,0.002506265664160401,,0.000755954061922976
405,2026-04-30,601328 CH Equity,CNE1000000S2,26746202W,-0.007407407407407408,0.022222222222222223,,,,,,,,,,,-0.02040816326530612,-0.025,,,0.06666666666666667,,,,,,,,,0.009615384615384616,-0.009708737864077669,,,-0.009345794392523364,0.003194888178913738,,0.007936507936507936,,,,-0.00980392156862745,,0.0007358326676790613
406,2026-04-30,601336 CH Equity,CNE1000019Y0,31039501W,-0.007407407407407408,,,0.0136986301369863,,0.010752688172043012,,,,,,,,,,,,,,,,,,,,0.009615384615384616,0.009615384615384616,,,0.009009009009009009,0.003194888178913738,,-0.023809523809523808,-0.015151515151515152,,0.010416666666666666,0.002506265664160401,-0.014492753623188406,0.00020915042108004373
407,2026-04-30,601360 CH Equity,CNE100002RZ2,18671701W,,,0.0036363636363636364,,0.01282051282051282,0.010752688172043012,,,,,,,,,-0.014705882352941176,,,,,,0.01818181818181818,0.02857142857142857,,,,,,,,,0.003194888178913738,,,,,-0.005376344086021506,0.002506265664160401,,0.001567940284098522
408,2026-04-30,601377 CH Equity,CNE100000V95,29537901W,,-0.022727272727272728,,0.0136986301369863,,,0.010101010101010102,,0.023255813953488372,,,,,0.012345679012345678,,,-0.017857142857142856,0.01282051282051282,,,,,,,,0.009615384615384616,,,,0.009009009009009009,-0.009615384615384616,,0.007936507936507936,,,,0.002506265664160401,,0.0013444475315272228
409,2026-04-30,601390 CH Equity,CNE100000866,28731101W,-0.007407407407407408,,0.0036363636363636364,,,,,,,,,-0.007352941176470588,,,,,,0.01282051282051282,,,,,,,,,,,,,0.003194888178913738,-0.020833333333333332,,,,-0.005376344086021506,0.002506265664160401,,-0.0004950524521157109
410,2026-04-30,601398 CH Equity,CNE000001P37,27937802W,-0.007407407407407408,0.022222222222222223,,-0.0136986301369863,,,,,,,,,,,,,-0.017857142857142856,,,,,,,,,0.009615384615384616,-0.009708737864077669,,,-0.009345794392523364,0.003194888178913738,,,,,,-0.00980392156862745,,-0.0008628719687599536
411,2026-04-30,601456 CH Equity,CNE1000041D8,32001602W,,0.022222222222222223,,,,,0.010101010101010102,,0.023255813953488372,,,,0.01,,,,,,,,,,,,,-0.019230769230769232,,,,,0.003194888178913738,,-0.023809523809523808,0.015151515151515152,,,0.002506265664160401,-0.014492753623188406,0.0007604911771635543
412,2026-04-30,601555 CH Equity,CNE1000019P8,31039601W,0.014285714285714285,-0.022727272727272728,,0.0136986301369863,,0.010752688172043012,0.010101010101010102,,,,,,,-0.025,,,-0.017857142857142856,0.01282051282051282,,,,,,,,,0.009615384615384616,,,0.009009009009009009,-0.009615384615384616,,0.007936507936507936,,,,0.002506265664160401,,0.00040857685419315275
413,2026-04-30,601567 CH Equity,CNE100001567,29812601W,-0.007407407407407408,-0.022727272727272728,0.0036363636363636364,,-0.011494252873563218,-0.010638297872340425,-0.01020408163265306,,-0.024390243902439025,,,,,,,,,,,,0.01818181818181818,,,,,,-0.009708737864077669,,,-0.009345794392523364,,,,,,,0.002506265664160401,-0.014492753623188406,-0.002528536366505305
414,2026-04-30,601577 CH Equity,CNE100003F50,32832601W,0.014285714285714285,-0.022727272727272728,,,,,,,,,,,,0.012345679012345678,,,-0.017857142857142856,0.01282051282051282,,,,,,,,0.009615384615384616,,,,,0.003194888178913738,,,,,-0.005376344086021506,0.002506265664160401,,0.00023178115066820677
415,2026-04-30,601600 CH Equity,CNE1000000T0,14635202W,0.014285714285714285,,0.0036363636363636364,0.0136986301369863,,0.010752688172043012,0.010101010101010102,,,,,,,,,,,,,,,,,,,0.009615384615384616,,,,,0.003194888178913738,,,0.015151515151515152,,-0.005376344086021506,0.002506265664160401,0.014084507042253521,0.002411858173868866
416,2026-04-30,601601 CH Equity,CNE1000008M8,28768601W,0.014285714285714285,,,0.0136986301369863,,0.010752688172043012,,,,,,,0.01,,,,,,,,,,,,,0.009615384615384616,,,,,0.003194888178913738,,-0.023809523809523808,-0.015151515151515152,,0.010416666666666666,0.002506265664160401,,0.0009344524735967212
417,2026-04-30,601607 CH Equity,CNE000000C82,26012601W,,,,,,,,,,,,,0.01,0.012345679012345678,,,,,,,,,,,,0.009615384615384616,-0.009708737864077669,,,,0.003194888178913738,,,,0.00641025641025641,,0.002506265664160401,,0.0009043087212749223
418,2026-04-30,601611 CH Equity,CNE100002896,32174201W,,0.022222222222222223,-0.014285714285714285,,,,,,,0.020833333333333332,,-0.007352941176470588,0.01,,-0.014705882352941176,,,0.01282051282051282,,,,,,,,,,,,,-0.009615384615384616,,,,-0.012987012987012988,0.010416666666666666,0.002506265664160401,,0.0005224227007105884
419,2026-04-30,601615 CH Equity,CNE100003HQ0,33080601W,-0.007407407407407408,-0.022727272727272728,0.0036363636363636364,0.0136986301369863,-0.011494252873563218,-0.010638297872340425,-0.01020408163265306,,,0.020833333333333332,,-0.007352941176470588,,,,,,-0.02564102564102564,,,,,,,,,0.009615384615384616,,,0.009009009009009009,-0.009615384615384616,-0.020833333333333332,,0.015151515151515152,-0.012987012987012988,0.010416666666666666,0.002506265664160401,,-0.001421943021224789
420,2026-04-30,601618 CH Equity,CNE100000FX6,29267601W,,,0.0036363636363636364,-0.0136986301369863,,0.010752688172043012,0.010101010101010102,,,0.020833333333333332,,,0.01,,-0.014705882352941176,,,0.01282051282051282,,,,,,,,,,,,,0.003194888178913738,,,,0.00641025641025641,-0.005376344086021506,0.002506265664160401,,0.0012230119870508802
421,2026-04-30,601628 CH Equity,CNE000001Q93,25950302W,0.014285714285714285,,,0.0136986301369863,,0.010752688172043012,0.010101010101010102,,,,,,0.01,0.012345679012345678,,,,,,,,,,,,,0.009615384615384616,,,0.009009009009009009,0.003194888178913738,,-0.023809523809523808,-0.015151515151515152,,0.010416666666666666,-0.00980392156862745,,0.0014382816399641906
422,2026-04-30,601658 CH Equity,CNE100003PZ4,32249402W,,-0.022727272727272728,,,,-0.010638297872340425,-0.01020408163265306,,,,,,,,,,0.06666666666666667,,,,,,,,,,,,,-0.009345794392523364,0.003194888178913738,,,,,,-0.00980392156862745,,0.00018795225511372368
423,2026-04-30,601665 CH Equity,CNE100005154,34857501W,,,,0.0136986301369863,,0.010752688172043012,,,,,,,0.01,0.012345679012345678,,,-0.017857142857142856,0.01282051282051282,,,,,,,,0.009615384615384616,,,,,-0.009615384615384616,,,,,-0.005376344086021506,-0.00980392156862745,-0.014492753623188406,0.00031808806278599733
424,2026-04-30,601668 CH Equity,CNE100000F46,29243101W,,0.022222222222222223,-0.014285714285714285,-0.0136986301369863,,,,,,,,,0.01,,0.014492753623188406,,,0.01282051282051282,,,-0.01818181818181818,,,,,,,,,-0.009345794392523364,0.003194888178913738,,,0.015151515151515152,,-0.005376344086021506,-0.00980392156862745,,0.0001892017994855645
425,2026-04-30,601669 CH Equity,CNE1000017G1,30319701W,-0.007407407407407408,0.022222222222222223,0.0036363636363636364,-0.0136986301369863,,,,,,0.020833333333333332,,,,,-0.014705882352941176,,,,,,,,,,,,,,,-0.009345794392523364,-0.009615384615384616,,,,,-0.005376344086021506,-0.00980392156862745,,-0.0006121432170623607
426,2026-04-30,601688 CH Equity,CNE100000LQ8,29404801W,,-0.022727272727272728,,,,,,,0.023255813953488372,,,,,,,,-0.017857142857142856,0.01282051282051282,,,,,,,,,0.009615384615384616,,,0.009009009009009009,,,0.007936507936507936,0.015151515151515152,,0.010416666666666666,0.002506265664160401,0.014084507042253521,0.0016897831227266806
427,2026-04-30,601689 CH Equity,CNE1000023J3,31939401W,0.014285714285714285,,0.0036363636363636364,,-0.011494252873563218,-0.010638297872340425,,0.02702702702702703,,,0.01639344262295082,,,,,-0.058823529411764705,,,,,,,,,,,,,,0.009009009009009009,0.003194888178913738,,,,,0.010416666666666666,0.002506265664160401,,0.00014508674194069725
428,2026-04-30,601696 CH Equity,CNE100003R64,33709101W,,,,,,,,,,,,,,,,,,,,,,,,,,0.009615384615384616,0.009615384615384616,,,0.009009009009009009,-0.009615384615384616,,-0.023809523809523808,,,0.010416666666666666,0.002506265664160401,-0.014492753623188406,-0.0001777618571468931
429,2026-04-30,601698 CH Equity,CNE100003PX9,33276601W,,,,,,,,,,,,,-0.02040816326530612,,,,,-0.02564102564102564,,-0.1,,,,,0.07142857142857142,0.009615384615384616,-0.009708737864077669,0.07692307692307693,,,,,,,-0.012987012987012988,0.010416666666666666,0.002506265664160401,,5.6448032967560064e-05
430,2026-04-30,601699 CH Equity,CNE000001NT7,27871801W,,,,,,,-0.01020408163265306,,,0.020833333333333332,,,,,-0.014705882352941176,,0.06666666666666667,,,-0.1,,-0.02857142857142857,,-0.1,,0.009615384615384616,,-0.14285714285714285,,,,,0.007936507936507936,,,-0.005376344086021506,0.002506265664160401,,-0.007740965311437993
431,2026-04-30,601717 CH Equity,CNE100000S58,29504101W,0.014285714285714285,,-0.014285714285714285,,,0.010752688172043012,,,0.023255813953488372,-0.021739130434782608,,0.013333333333333334,0.01,,,,,,,,,,,,,,0.009615384615384616,,,0.009009009009009009,0.003194888178913738,,,,0.00641025641025641,-0.005376344086021506,0.002506265664160401,0.014084507042253521,0.0019749121524604025
432,2026-04-30,601727 CH Equity,CNE100000D55,27283602W,-0.007407407407407408,,0.0036363636363636364,0.0136986301369863,,-0.010638297872340425,-0.01020408163265306,,,,,0.013333333333333334,0.01,,,,,,,,,,,,,,,,,,0.003194888178913738,,,,0.00641025641025641,-0.005376344086021506,0.002506265664160401,,0.000504042205076122
433,2026-04-30,601728 CH Equity,CNE100004QG0,25433805W,,,0.0036363636363636364,,,,,0.02702702702702703,,0.020833333333333332,,,,,,-0.058823529411764705,,,,,,,,,-0.14285714285714285,,,0.07692307692307693,0.125,,,,,,0.00641025641025641,-0.005376344086021506,-0.00980392156862745,-0.014492753623188406,0.0007493779464298462
434,2026-04-30,601766 CH Equity,CNE100000CP9,28945301W,-0.007407407407407408,,0.0036363636363636364,,,-0.010638297872340425,,,,,,,0.01,,,,,,,,0.01818181818181818,,,,,,-0.009708737864077669,,,-0.009345794392523364,0.003194888178913738,,,,0.00641025641025641,-0.005376344086021506,0.002506265664160401,,3.823711195468705e-05
435,2026-04-30,601777 CH Equity,CNE100000X10,29587201W,,,,,,,,,,,,,,,,0.058823529411764705,,,-0.06666666666666667,,-0.01818181818181818,,,,,,0.009615384615384616,,,,0.003194888178913738,,,,,,-0.00980392156862745,,-0.0006057526611582592
436,2026-04-30,601788 CH Equity,CNE100000FD8,29246801W,,,,,,,,,0.023255813953488372,,,,,0.012345679012345678,,,-0.017857142857142856,0.01282051282051282,,,,,,,,-0.019230769230769232,,,,,0.003194888178913738,,0.007936507936507936,,,,0.002506265664160401,,0.0006571513718169336
437,2026-04-30,601799 CH Equity,CNE1000011H2,29652801W,-0.007407407407407408,,0.0036363636363636364,,-0.011494252873563218,,,-0.027777777777777776,,,-0.016666666666666666,,,,-0.014705882352941176,,,,,,,,,,,,0.009615384615384616,,,0.009009009009009009,0.003194888178913738,,,,,,0.002506265664160401,,-0.0013181597172874258
438,2026-04-30,601800 CH Equity,CNE100001FN5,28200502W,,,0.0036363636363636364,,,-0.010638297872340425,-0.01020408163265306,,,0.020833333333333332,,-0.007352941176470588,0.01,,,,,,,,,,,,,,,,,,0.003194888178913738,-0.020833333333333332,,,,-0.005376344086021506,0.002506265664160401,,-0.00037458277313420784
439,2026-04-30,601816 CH Equity,CNE100003RV9,33678201W,-0.007407407407407408,,-0.014285714285714285,-0.0136986301369863,,,,,0.023255813953488372,,,,0.01,,,,,,,,,,,,,,-0.009708737864077669,,,-0.009345794392523364,0.003194888178913738,,,-0.015151515151515152,0.00641025641025641,-0.005376344086021506,-0.00980392156862745,,-0.0011030815981234892
440,2026-04-30,601818 CH Equity,CNE100000SL4,26978401W,-0.007407407407407408,,,,,-0.010638297872340425,-0.01020408163265306,,,,,,,,,,0.06666666666666667,,,,,,,,,,,,,,0.003194888178913738,,,0.015151515151515152,,-0.005376344086021506,0.002506265664160401,,0.0014182420377681995
441,2026-04-30,601825 CH Equity,CNE100004QD7,31861901W,-0.007407407407407408,,,-0.0136986301369863,,,,,,,,,,,,,0.06666666666666667,,,,,,,,,0.009615384615384616,,,,-0.009345794392523364,0.003194888178913738,,0.007936507936507936,,,-0.005376344086021506,0.002506265664160401,,0.00142346131011722
442,2026-04-30,601838 CH Equity,CNE100002SN6,32652701W,-0.007407407407407408,,,,,,,,,,,,,-0.025,,,-0.017857142857142856,0.01282051282051282,,,,,,,,0.009615384615384616,,,,,,,-0.023809523809523808,0.015151515151515152,,-0.005376344086021506,-0.00980392156862745,,-0.0013596557950588304
443,2026-04-30,601857 CH Equity,CNE1000007Q1,13387003W,,,,,-0.011494252873563218,,,,,,,,,,,,-0.017857142857142856,,,,,,,,,,-0.009708737864077669,0.07692307692307693,,,,,-0.023809523809523808,,,,0.002506265664160401,,0.00043578113058165605
444,2026-04-30,601865 CH Equity,,32076303W,,,0.0036363636363636364,,-0.011494252873563218,-0.010638297872340425,-0.01020408163265306,,,,,,,,,,,,,,-0.01818181818181818,-0.02857142857142857,,,,,,,,,0.003194888178913738,-0.020833333333333332,,0.015151515151515152,0.00641025641025641,-0.005376344086021506,0.002506265664160401,,-0.0019579015140025148
445,2026-04-30,601868 CH Equity,CNE100004QL0,32082704W,,,0.0036363636363636364,,,,,,-0.024390243902439025,0.020833333333333332,,,,,-0.014705882352941176,,,0.01282051282051282,,,-0.01818181818181818,,,,,,,,,-0.009345794392523364,-0.009615384615384616,,,,,0.010416666666666666,-0.00980392156862745,,-0.0010088464056730662
446,2026-04-30,601872 CH Equity,CNE000001PQ8,28153901W,-0.007407407407407408,,,,,0.010752688172043012,0.010101010101010102,,,,,,,,0.014492753623188406,,-0.017857142857142856,,,,,,,,,0.009615384615384616,,0.07692307692307693,,,,,0.007936507936507936,,,0.010416666666666666,0.002506265664160401,,0.003091573360058379
447,2026-04-30,601877 CH Equity,CNE100000KD8,29373001W,,,0.0036363636363636364,,,,,,,,,0.013333333333333334,0.01,,-0.014705882352941176,,,-0.02564102564102564,,,,,,,,,-0.009708737864077669,,,,,,,,0.00641025641025641,,0.002506265664160401,-0.014492753623188406,-0.0007542678050847678
448,2026-04-30,601878 CH Equity,CNE100002R65,32478801W,,,,-0.0136986301369863,,,,,0.023255813953488372,,,,,,,,-0.017857142857142856,0.01282051282051282,,,,,,,,-0.019230769230769232,,,,,0.003194888178913738,,0.007936507936507936,,,-0.005376344086021506,0.002506265664160401,,-0.00016970781295979058
449,2026-04-30,601881 CH Equity,CNE100002FG7,31539405W,,,,,,-0.010638297872340425,-0.01020408163265306,,0.023255813953488372,,,,,,,,,,,,,,,,,,0.009615384615384616,,,0.009009009009009009,0.003194888178913738,,0.007936507936507936,-0.015151515151515152,,,0.002506265664160401,0.014084507042253521,0.0008844336114726399
450,2026-04-30,601888 CH Equity,CNE100000G29,29278401W,0.014285714285714285,,0.0036363636363636364,,,0.010752688172043012,0.010101010101010102,,,,,,,,,0.058823529411764705,,,,,,,,,,,0.009615384615384616,,,,0.003194888178913738,,,,,0.010416666666666666,-0.00980392156862745,,0.0029216397002626176
451,2026-04-30,601899 CH Equity,CNE100000B24,25954302W,0.014285714285714285,,0.0036363636363636364,,0.01282051282051282,0.010752688172043012,0.010101010101010102,,,,-0.016666666666666666,-0.007352941176470588,,,,,,,,,,,,,,,,,,,0.003194888178913738,,,0.015151515151515152,,-0.005376344086021506,0.002506265664160401,,0.0011329736922951667
452,2026-04-30,601901 CH Equity,CNE1000015Y8,29838601W,,,,,,,,,-0.024390243902439025,,,,,0.012345679012345678,,,,,,,,,,,,-0.019230769230769232,,,,,,,0.007936507936507936,,,,0.002506265664160401,0.014084507042253521,-0.00017758033086726923
453,2026-04-30,601919 CH Equity,CNE100000601,27324002W,,,0.0036363636363636364,0.0136986301369863,0.01282051282051282,0.010752688172043012,0.010101010101010102,,0.023255813953488372,,,0.013333333333333334,-0.02040816326530612,,,,,0.01282051282051282,,,0.01818181818181818,,,,,,-0.009708737864077669,,,,0.003194888178913738,-0.020833333333333332,,-0.015151515151515152,0.00641025641025641,-0.005376344086021506,0.002506265664160401,0.014084507042253521,0.0019294341294373914
454,2026-04-30,601933 CH Equity,CNE100000XX9,29598701W,0.014285714285714285,,,0.0136986301369863,,,0.010101010101010102,,,,,,0.01,0.012345679012345678,0.014492753623188406,0.058823529411764705,,,,,,-0.02857142857142857,,,,,0.009615384615384616,,,,-0.009615384615384616,,-0.023809523809523808,,-0.012987012987012988,,,0.014084507042253521,0.0021701012417376956
455,2026-04-30,601939 CH Equity,CNE100000742,27436402W,-0.007407407407407408,,,-0.0136986301369863,,,,,-0.024390243902439025,,,,,,,,0.06666666666666667,0.01282051282051282,,,,,,,,0.009615384615384616,-0.009708737864077669,,,-0.009345794392523364,0.003194888178913738,,-0.023809523809523808,-0.015151515151515152,,-0.005376344086021506,-0.00980392156862745,,-0.0006945963815221918
