style,ddt,ticker,isin,gvkeyiid,Analyst Expectations,Analyst Expectations,Analyst Expectations,Analyst Expectations,Analyst Expectations,Analyst Expectations,Analyst Expectations,Capital Efficiency,Capital Efficiency,Capital Efficiency,Capital Efficiency,Capital Efficiency,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Earnings Quality,Historical Growth,Historical Growth,Historical Growth,Historical Growth,Price Momentum,Price Momentum,Price Momentum,Price Momentum,Price Momentum,Price Momentum,Price Momentum,Price Momentum,Price Momentum,Valuation,Valuation,Valuation,Volatility,Volatility,Volatility,MP
factor_weight,,,,,0.026315785944461823,0.026315785944461823,0.026315785944461823,0.026315785944461823,0.026315785944461823,0.026315785944461823,0.026315785944461823,0.026315785944461823,0.026315785944461823,0.026315785944461823,0.026315785944461823,0.026315785944461823,0.026315785944461823,0.026315785944461823,0.026315785944461823,0.026315785944461823,0.026315785944461823,0.026315785944461823,0.026315785944461823,0.026315785944461823,0.026315785944461823,0.026315785944461823,0.026315785944461823,0.026315785944461823,0.026315785944461823,0.026315785944461823,0.026315785944461823,0.026315785944461823,0.026315785944461823,0.026315785944461823,0.026315785944461823,0.026315785944461823,0.026315785944461823,0.026315785944461823,0.026315785944461823,0.026315785944461823,0.026315785944461823,0.026315785944461823,0.9999998658895493
factor,,,,,6MChgTgtPrcGapEMA,EBITEstDisp,EPSEstDispFY1C,EPSEstDispFY2C,EPSNumRevFY1C,Rev3MFY1C,Rev3MFY2C,AdjIntCov,DebtChg1Y,FinLev,IntCovRatio,ShareChg,CapExToSales,DepToCapex,EPSToOCFChg,InvToAsset,InvToAst,InvToAstChg1Y,SalesToEPSChg,3YAvgAnnSalesGrw,DIVIDENDGROWTH,DivperShareGrowth,TTMOverheadtoSales,50DVolSig,Alpha12M6MPChg,Alpha36M6MPChg,Alpha60M,Chg1YTurnover,IO_TO,PM1M,STO,STO_6M,DivToCF,InvPEGYC,OCFEV,90DCV,Beta60M,YoYChgDA,AGG
140,2026-04-30,002709 CH Equity,CNE100001RG4,31698501W,,0.022222222222222223,0.0036363636363636364,0.0136986301369863,-0.011494252873563218,0.010752688172043012,0.010101010101010102,,,,,0.013333333333333334,,,,,,,,,,,,,,0.009615384615384616,-0.009708737864077669,,,-0.009345794392523364,-0.009615384615384616,,-0.023809523809523808,-0.015151515151515152,,-0.005376344086021506,0.002506265664160401,0.014084507042253521,0.0004065486857709285
141,2026-04-30,002714 CH Equity,CNE100001RQ3,31703401W,0.014285714285714285,,,0.0136986301369863,-0.011494252873563218,,-0.01020408163265306,,,,,-0.007352941176470588,,0.012345679012345678,,0.058823529411764705,,,,,,,0.2,,,-0.019230769230769232,,,,,,,,0.015151515151515152,0.00641025641025641,,,,0.007169295867341488
142,2026-04-30,002736 CH Equity,CNE100001WS9,31897501W,0.014285714285714285,,,-0.0136986301369863,,,0.010101010101010102,,-0.024390243902439025,,,,,0.012345679012345678,,,,,,,,,,,,,,,,,0.003194888178913738,,0.007936507936507936,,,,0.002506265664160401,,0.0003231891971629141
143,2026-04-30,002738 CH Equity,CNE100001WV3,31888101W,-0.007407407407407408,-0.022727272727272728,0.0036363636363636364,0.0136986301369863,,,,0.02702702702702703,,0.020833333333333332,-0.016666666666666666,,,,,,,,,,,,,,,-0.019230769230769232,,,,,-0.009615384615384616,,0.007936507936507936,,,,0.002506265664160401,,-2.4665557539493843e-07
144,2026-04-30,002739 CH Equity,CNE100001WW1,31906401W,,0.022222222222222223,-0.014285714285714285,,0.01282051282051282,,,0.02702702702702703,,-0.021739130434782608,,0.013333333333333334,,,-0.014705882352941176,,,0.01282051282051282,0.0625,,,,,0.09090909090909091,0.07142857142857142,-0.019230769230769232,,,,,,,,,0.00641025641025641,-0.005376344086021506,0.002506265664160401,-0.014492753623188406,0.006109135986550124
145,2026-04-30,002797 CH Equity,CNE1000027G0,32163001W,-0.007407407407407408,,,-0.0136986301369863,,,,,,,,,,-0.025,,,,,,,,,,,,,,,,,-0.009615384615384616,,,,,,0.002506265664160401,,-0.0014003986673397184
146,2026-04-30,002812 CH Equity,CNE100002BR3,32245801W,-0.007407407407407408,-0.022727272727272728,0.0036363636363636364,0.0136986301369863,,,,,,-0.021739130434782608,,,,,,,,,,,,,,,,-0.019230769230769232,-0.009708737864077669,,,-0.009345794392523364,-0.009615384615384616,,0.007936507936507936,,,,-0.00980392156862745,,-0.0022186027690670692
147,2026-04-30,002821 CH Equity,CNE100002BZ6,32287801W,-0.007407407407407408,,,,,,,,,,,,-0.02040816326530612,,,,,,,,,,,,,0.009615384615384616,-0.009708737864077669,,,-0.009345794392523364,-0.009615384615384616,,,,,,-0.00980392156862745,,-0.0014914214972990274
148,2026-04-30,002837 CH Equity,CNE100002CC3,32320601W,-0.007407407407407408,,0.0036363636363636364,0.0136986301369863,0.01282051282051282,,0.010101010101010102,,-0.024390243902439025,,,-0.007352941176470588,,,-0.014705882352941176,,,-0.02564102564102564,,,,,,,,,,,,0.009009009009009009,-0.009615384615384616,,,-0.015151515151515152,-0.012987012987012988,,0.002506265664160401,-0.014492753623188406,-0.002104535914847669
149,2026-04-30,002841 CH Equity,CNE100002K47,32331001W,,,0.0036363636363636364,,,,,,,,,0.013333333333333334,,,0.014492753623188406,,,,,,,,,,,,,,,,0.003194888178913738,,,,0.00641025641025641,-0.005376344086021506,0.002506265664160401,,0.0010051976746712691
150,2026-04-30,002850 CH Equity,CNE100002JW6,32358701W,,,-0.014285714285714285,,0.01282051282051282,0.010752688172043012,0.010101010101010102,0.02702702702702703,,,0.01639344262295082,,,0.012345679012345678,,-0.058823529411764705,,,,,,,,,,,-0.009708737864077669,,,-0.009345794392523364,-0.009615384615384616,0.017543859649122806,,,,,0.002506265664160401,,0.00020292956488260046
151,2026-04-30,002851 CH Equity,CNE100002JV8,32364201W,,-0.022727272727272728,0.0036363636363636364,0.0136986301369863,-0.011494252873563218,,,,0.023255813953488372,,,-0.007352941176470588,0.01,,-0.014705882352941176,,,,,,0.01818181818181818,,,,,,0.009615384615384616,,,0.009009009009009009,,0.017543859649122806,,-0.015151515151515152,-0.012987012987012988,0.010416666666666666,0.002506265664160401,0.014084507042253521,0.0012507746029548122
152,2026-04-30,002916 CH Equity,CNE100003373,32619401W,,,0.0036363636363636364,,0.01282051282051282,0.010752688172043012,0.010101010101010102,,,,0.01639344262295082,,,,,,,,,,,0.02857142857142857,,,,,0.009615384615384616,,,0.009009009009009009,0.003194888178913738,0.017543859649122806,,0.015151515151515152,,,0.002506265664160401,,0.003665693408192525
153,2026-04-30,002920 CH Equity,CNE1000033C7,32628001W,,,0.0036363636363636364,,-0.011494252873563218,,-0.01020408163265306,-0.027777777777777776,,,-0.016666666666666666,,,-0.025,,-0.058823529411764705,,,,,,,,,,,,,,,0.003194888178913738,0.017543859649122806,,,,,0.002506265664160401,,-0.0032390767033391907
154,2026-04-30,002938 CH Equity,CNE100003GF5,32858301W,,,0.0036363636363636364,,,,,,,,,-0.007352941176470588,,,,,,,,,0.01818181818181818,0.02857142857142857,,,,,,,,,0.003194888178913738,,,0.015151515151515152,0.00641025641025641,,0.002506265664160401,,0.0018499890839493468
155,2026-04-30,002939 CH Equity,CNE100003GD0,32829201W,,,,,,,,,,,,,,0.012345679012345678,,,,,,,,,,,,,,,,,0.003194888178913738,,0.007936507936507936,,,,0.002506265664160401,0.014084507042253521,0.0010544169068595825
156,2026-04-30,002966 CH Equity,CNE100003LQ2,33262701W,-0.007407407407407408,-0.022727272727272728,,,,,,,,,,,,,,,,,,,,,,,,0.009615384615384616,-0.009708737864077669,,,,,,0.007936507936507936,-0.015151515151515152,,-0.005376344086021506,0.002506265664160401,,-0.001060871410890288
157,2026-04-30,300001 CH Equity,CNE100000H69,29280201W,,,0.0036363636363636364,-0.0136986301369863,,,,,,,,-0.007352941176470588,0.01,,,,,0.01282051282051282,,,0.01818181818181818,,,,,,,,,,-0.009615384615384616,,,0.015151515151515152,,,0.002506265664160401,,0.0008323556653599886
158,2026-04-30,300003 CH Equity,CNE100000H44,29280401W,0.014285714285714285,,,,,,0.010101010101010102,,-0.024390243902439025,,,,,0.012345679012345678,,,,,,,,,,,,,0.009615384615384616,,,0.009009009009009009,-0.009615384615384616,-0.020833333333333332,,,,,0.002506265664160401,,7.958159028693664e-05
159,2026-04-30,300012 CH Equity,CNE100000GV8,29284301W,,,0.0036363636363636364,,,,,,,,,,,,,,,0.01282051282051282,,,0.01818181818181818,,,,,,,,,,0.003194888178913738,,,-0.015151515151515152,0.00641025641025641,,0.002506265664160401,,0.0008315417237581296
160,2026-04-30,300014 CH Equity,CNE100000GS4,29284501W,,-0.022727272727272728,0.0036363636363636364,0.0136986301369863,-0.011494252873563218,-0.010638297872340425,-0.01020408163265306,,-0.024390243902439025,,,-0.007352941176470588,-0.02040816326530612,,-0.014705882352941176,,,0.01282051282051282,,,0.01818181818181818,,,,,,-0.009708737864077669,,,-0.009345794392523364,,0.017543859649122806,,,,-0.005376344086021506,0.002506265664160401,,-0.0020516987263363732
161,2026-04-30,300015 CH Equity,CNE100000GR6,29284601W,,,,,,0.010752688172043012,,,,,,,,0.012345679012345678,,,,,,,,,,,,-0.019230769230769232,0.009615384615384616,,,,0.003194888178913738,,,,0.00641025641025641,,-0.00980392156862745,,0.00034958431073673604
162,2026-04-30,300017 CH Equity,CNE100000GQ8,29284801W,,,0.0036363636363636364,,,,,,,,,-0.007352941176470588,,,,,,,,,,,,,,,,,,,-0.009615384615384616,0.017543859649122806,,0.015151515151515152,0.00641025641025641,0.010416666666666666,0.002506265664160401,,0.0010183314788581898
163,2026-04-30,300033 CH Equity,CNE100000JG3,29351501W,0.014285714285714285,,,0.0136986301369863,,,0.010101010101010102,,,,,,0.01,-0.025,,,,,,,,,,,,-0.019230769230769232,,,,,-0.009615384615384616,,0.007936507936507936,,,0.010416666666666666,0.002506265664160401,,0.00039733260315806047
164,2026-04-30,300037 CH Equity,CNE100000K15,29360601W,-0.007407407407407408,-0.022727272727272728,0.0036363636363636364,,0.01282051282051282,0.010752688172043012,,,,,0.01639344262295082,,,,,,,,,,,,,,,,,,,-0.009345794392523364,,,,,,-0.005376344086021506,-0.00980392156862745,,-0.0002909929328164374
165,2026-04-30,300054 CH Equity,CNE100000LM7,29382201W,-0.007407407407407408,,-0.014285714285714285,-0.0136986301369863,,,,0.02702702702702703,,,-0.016666666666666666,-0.007352941176470588,,,,,,,,,,,,,,0.009615384615384616,-0.009708737864077669,,,-0.009345794392523364,,,-0.023809523809523808,,,,-0.00980392156862745,-0.014492753623188406,-0.0023665701902174864
166,2026-04-30,300058 CH Equity,CNE100000LV8,29404601W,,,-0.014285714285714285,0.0136986301369863,-0.011494252873563218,,,0.02702702702702703,,0.020833333333333332,,-0.007352941176470588,0.01,,-0.014705882352941176,,,-0.02564102564102564,0.0625,0.09090909090909091,,,,0.09090909090909091,0.07142857142857142,0.009615384615384616,,,-0.14285714285714285,,,,,,-0.012987012987012988,0.010416666666666666,0.002506265664160401,,0.004750528008073958
167,2026-04-30,300059 CH Equity,CNE100000MD4,29421201W,,,,,,,,,,,,,0.01,0.012345679012345678,,,,,,,,,,,,,0.009615384615384616,,,0.009009009009009009,-0.009615384615384616,,-0.023809523809523808,-0.015151515151515152,,,0.002506265664160401,0.014084507042253521,0.00023643212004802086
168,2026-04-30,300115 CH Equity,CNE100000T40,29524801W,,,0.0036363636363636364,,,,0.010101010101010102,,,,0.01639344262295082,-0.007352941176470588,,,,,,,,,0.01818181818181818,0.02857142857142857,,,,,,,,,,,,-0.015151515151515152,0.00641025641025641,,0.002506265664160401,,0.001665687378192895
169,2026-04-30,300122 CH Equity,CNE100000V20,29534401W,,,,0.0136986301369863,,-0.010638297872340425,,,,,,,,,,,,,,,,,,,,0.009615384615384616,0.009615384615384616,,,0.009009009009009009,0.003194888178913738,,,,,,0.002506265664160401,-0.014492753623188406,0.0005923291501495613
170,2026-04-30,300124 CH Equity,CNE100000V46,29534601W,,-0.022727272727272728,0.0036363636363636364,,,,,,,,,,,,,,,0.01282051282051282,,,,,,,,,,,,,0.003194888178913738,0.017543859649122806,,-0.015151515151515152,,-0.005376344086021506,0.002506265664160401,,-9.35063562949762e-05
171,2026-04-30,300136 CH Equity,CNE100000W94,29568001W,,,0.0036363636363636364,,,,,,,,0.01639344262295082,,,,,,,,,,0.01818181818181818,0.02857142857142857,,,,,,,,,-0.009615384615384616,,,-0.015151515151515152,,0.010416666666666666,0.002506265664160401,,0.0014457652160153416
172,2026-04-30,300144 CH Equity,CNE100000XG4,29598201W,-0.007407407407407408,,0.0036363636363636364,,,,,-0.027777777777777776,,,-0.016666666666666666,,,0.012345679012345678,0.014492753623188406,,,,-0.06666666666666667,,0.01818181818181818,,,,,,,,,,,,,,0.00641025641025641,-0.005376344086021506,-0.00980392156862745,,-0.0020692605990482588
173,2026-04-30,300207 CH Equity,CNE100001260,29716101W,,-0.022727272727272728,0.0036363636363636364,,-0.011494252873563218,-0.010638297872340425,,,,0.020833333333333332,,,-0.02040816326530612,,,,,0.01282051282051282,,,,,,,,,-0.009708737864077669,,,,-0.009615384615384616,0.017543859649122806,,,,,0.002506265664160401,-0.014492753623188406,-0.0010985400562963884
174,2026-04-30,300223 CH Equity,CNE100001377,29788801W,,,-0.014285714285714285,,,,,,,,,,,,,,,,,,-0.01818181818181818,-0.02857142857142857,,,,,,,,,-0.009615384615384616,,,-0.015151515151515152,,,0.002506265664160401,,-0.00219209431500932
175,2026-04-30,300251 CH Equity,CNE100001617,29839701W,,0.022222222222222223,0.0036363636363636364,,,,,-0.027777777777777776,,-0.021739130434782608,,-0.007352941176470588,-0.02040816326530612,,0.014492753623188406,,,0.01282051282051282,,0.09090909090909091,,,,0.09090909090909091,-0.14285714285714285,0.009615384615384616,0.009615384615384616,0.07692307692307693,0.125,,,,,,,,0.002506265664160401,,0.006276709432622174
176,2026-04-30,300255 CH Equity,CNE1000016C2,29867201W,,,,,,,,,,,,,-0.02040816326530612,-0.025,,,,,,,,,,,,0.009615384615384616,0.009615384615384616,,,0.009009009009009009,-0.009615384615384616,,,,-0.012987012987012988,,0.002506265664160401,-0.014492753623188406,-0.001362033253835858
177,2026-04-30,300274 CH Equity,CNE1000018M7,30639201W,0.014285714285714285,0.022222222222222223,0.0036363636363636364,,,,,,0.023255813953488372,,,,0.01,,-0.014705882352941176,,,0.01282051282051282,,,0.01818181818181818,,,,,,-0.009708737864077669,,,-0.009345794392523364,-0.009615384615384616,,,0.015151515151515152,0.00641025641025641,-0.005376344086021506,0.002506265664160401,0.014084507042253521,0.002468495617826703
178,2026-04-30,300308 CH Equity,CNE100001CY9,31216101W,,,0.0036363636363636364,,0.01282051282051282,0.010752688172043012,0.010101010101010102,,,,-0.016666666666666666,-0.007352941176470588,,,-0.014705882352941176,,,,,,0.01818181818181818,0.02857142857142857,,,,,-0.009708737864077669,,,-0.009345794392523364,,,,0.015151515151515152,,,0.002506265664160401,,0.0011563572092933509
179,2026-04-30,300316 CH Equity,CNE100001DJ8,31255301W,,,0.0036363636363636364,,,,-0.01020408163265306,,,,0.01639344262295082,,,,-0.014705882352941176,,,,,,-0.01818181818181818,-0.02857142857142857,,,,,0.009615384615384616,,,0.009009009009009009,0.003194888178913738,,,,,0.010416666666666666,0.002506265664160401,,-0.00044450494947649886
180,2026-04-30,300339 CH Equity,CNE100001JT4,31306901W,,,-0.014285714285714285,,,,,,,,,0.013333333333333334,,,0.014492753623188406,,,,,,,,,,,,0.009615384615384616,,,0.009009009009009009,,,,,-0.012987012987012988,,0.002506265664160401,,0.000570632001691972
181,2026-04-30,300346 CH Equity,CNE100001K48,31336701W,0.014285714285714285,,-0.014285714285714285,-0.0136986301369863,,,,,,,,-0.007352941176470588,,,,,,,,,,,,,,,,,,,-0.009615384615384616,,-0.023809523809523808,,,,0.002506265664160401,0.014084507042253521,-0.0009969921566074249
182,2026-04-30,300347 CH Equity,CNE100001KV8,31347901W,,,,0.0136986301369863,,-0.010638297872340425,,,,,,,0.01,0.012345679012345678,,,,,,,,,,,,-0.019230769230769232,0.009615384615384616,,,0.009009009009009009,-0.009615384615384616,,,,,,-0.00980392156862745,0.014084507042253521,0.0005122324715373526
183,2026-04-30,300373 CH Equity,CNE100001R90,31699101W,,,0.0036363636363636364,,,,,,,,,-0.007352941176470588,,,,,,,,,,,,,,,0.009615384615384616,,,0.009009009009009009,0.003194888178913738,,,,0.00641025641025641,,0.002506265664160401,,0.0007110321766856999
184,2026-04-30,300394 CH Equity,CNE100001XQ1,31925201W,,,0.0036363636363636364,,-0.011494252873563218,,,,,,-0.016666666666666666,,,,,,,,,,0.01818181818181818,0.02857142857142857,,,,,,,,,-0.009615384615384616,,,,,0.010416666666666666,0.002506265664160401,,0.0006720061878985919
185,2026-04-30,300395 CH Equity,CNE100001XR9,31832001W,-0.007407407407407408,,0.0036363636363636364,,,,,-0.027777777777777776,,,-0.016666666666666666,-0.007352941176470588,,,,,,,,,,,,,,0.009615384615384616,0.009615384615384616,,,0.009009009009009009,-0.009615384615384616,,,,,,0.002506265664160401,,-0.000906256986445787
186,2026-04-30,300408 CH Equity,CNE100001Y42,31876201W,,,0.0036363636363636364,,0.01282051282051282,,,,,,,,,,,,,,,,,,,,,,,,,,0.003194888178913738,,,,0.00641025641025641,,0.002506265664160401,,0.000751796917865821
187,2026-04-30,300413 CH Equity,CNE100001Y83,32952501W,,-0.022727272727272728,0.0036363636363636364,0.0136986301369863,,,,,,,,,0.01,,0.014492753623188406,,,0.01282051282051282,0.0625,-0.1,,,,,-0.14285714285714285,-0.019230769230769232,,-0.14285714285714285,0.125,,,,,,,-0.005376344086021506,0.002506265664160401,,-0.004957740016092468
188,2026-04-30,300418 CH Equity,CNE100001YF2,31903801W,,-0.022727272727272728,0.0036363636363636364,0.0136986301369863,,,,-0.027777777777777776,-0.024390243902439025,-0.021739130434782608,,-0.007352941176470588,,,0.014492753623188406,0.058823529411764705,,,-0.06666666666666667,,,,,,0.07142857142857142,,,0.07692307692307693,,,,,,,-0.012987012987012988,0.010416666666666666,0.002506265664160401,-0.014492753623188406,0.0014155802889760662
189,2026-04-30,300433 CH Equity,CNE100001YW7,31937201W,,,0.0036363636363636364,,,,,,,,-0.016666666666666666,-0.007352941176470588,,,,,,,,,,,,,,,,,,,0.003194888178913738,-0.020833333333333332,,0.015151515151515152,0.00641025641025641,,0.002506265664160401,,-0.0003672013227350177
190,2026-04-30,300442 CH Equity,CNE100001Z58,31960901W,,,0.0036363636363636364,,,,,,,,,0.013333333333333334,,,-0.014705882352941176,,,,,,-0.01818181818181818,-0.02857142857142857,,,,,0.009615384615384616,,,,,,,,,0.010416666666666666,0.002506265664160401,,-0.0005776608485896139
191,2026-04-30,300450 CH Equity,CNE100001ZF9,31970601W,0.014285714285714285,,0.0036363636363636364,,,,,,-0.024390243902439025,,,0.013333333333333334,0.01,,,,,,,,-0.01818181818181818,,,,,,,,,,,,,0.015151515151515152,0.00641025641025641,,0.002506265664160401,-0.014492753623188406,0.00021733241227180641
192,2026-04-30,300454 CH Equity,CNE1000033T1,32723301W,,,0.0036363636363636364,,-0.011494252873563218,,,,,,,-0.007352941176470588,,,,,,,,,-0.01818181818181818,-0.02857142857142857,,,,,0.009615384615384616,,,,0.003194888178913738,0.017543859649122806,,,0.00641025641025641,,0.002506265664160401,,-0.0005971952527803635
193,2026-04-30,300456 CH Equity,CNE100001ZL7,31970201W,,,-0.014285714285714285,,,,,,,,-0.016666666666666666,,,,-0.014705882352941176,,,,,,-0.01818181818181818,-0.02857142857142857,,,,,,,,,-0.009615384615384616,,,,-0.012987012987012988,0.010416666666666666,0.002506265664160401,,-0.0026866042536492817
194,2026-04-30,300474 CH Equity,CNE100002664,32145701W,,,-0.014285714285714285,,,,-0.01020408163265306,,,,0.01639344262295082,-0.007352941176470588,,,0.014492753623188406,,,,,,-0.01818181818181818,-0.02857142857142857,,,,,0.009615384615384616,,,0.009009009009009009,0.003194888178913738,,,,-0.012987012987012988,-0.005376344086021506,0.002506265664160401,,-0.001098620831808503
195,2026-04-30,300475 CH Equity,CNE1000020T8,31982701W,,,,,,,,,,,,-0.007352941176470588,,,,,,,,,,,,,,,,,,,-0.009615384615384616,,,,,,0.002506265664160401,,-0.00038058047863635266
196,2026-04-30,300476 CH Equity,CNE1000020V4,31985801W,,,0.0036363636363636364,,-0.011494252873563218,-0.010638297872340425,0.010101010101010102,,,,0.01639344262295082,,,,,,,,,,,,,,,,,,,,,0.017543859649122806,,0.015151515151515152,,-0.005376344086021506,-0.00980392156862745,,0.0006714045089157822
197,2026-04-30,300487 CH Equity,CNE100002136,32002301W,-0.007407407407407408,0.022222222222222223,0.0036363636363636364,,-0.011494252873563218,,,-0.027777777777777776,,,-0.016666666666666666,-0.007352941176470588,,,,,,,,,,,,,,,,,,,0.003194888178913738,,0.007936507936507936,,,,0.002506265664160401,,-0.0008211261599762207
198,2026-04-30,300496 CH Equity,CNE1000021D0,32096101W,,,0.0036363636363636364,,,,,,,,,,,,0.014492753623188406,,,,,,,,,,,,,,,,,,,-0.015151515151515152,0.00641025641025641,,0.002506265664160401,,0.0003130032259822986
199,2026-04-30,300498 CH Equity,CNE100002508,32066801W,,,,0.0136986301369863,,,0.010101010101010102,,,,,-0.007352941176470588,-0.02040816326530612,,,,,,,,,0.02857142857142857,0.2,,,0.009615384615384616,-0.009708737864077669,,,-0.009345794392523364,,,-0.023809523809523808,,0.00641025641025641,,,0.014084507042253521,0.0055751586304554415
200,2026-04-30,300502 CH Equity,CNE100002615,32133601W,,,0.0036363636363636364,,0.01282051282051282,0.010752688172043012,0.010101010101010102,,,,-0.016666666666666666,,,,-0.014705882352941176,,,,,,0.01818181818181818,0.02857142857142857,,,,,-0.009708737864077669,,,-0.009345794392523364,-0.009615384615384616,,,,,,0.002506265664160401,,0.0006980952025818944
201,2026-04-30,300604 CH Equity,CNE100002Q09,32399601W,,,0.0036363636363636364,,,0.010752688172043012,0.010101010101010102,,,,-0.016666666666666666,-0.007352941176470588,,,0.014492753623188406,,,,,,,,,,,,,,,,,0.017543859649122806,,,,0.010416666666666666,0.002506265664160401,,0.0011955261467573694
202,2026-04-30,300628 CH Equity,CNE100002PC5,32373301W,,,0.0036363636363636364,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003194888178913738,,,,0.00641025641025641,-0.005376344086021506,-0.00980392156862745,,-5.101992550283002e-05
203,2026-04-30,300661 CH Equity,CNE100002NT4,32470501W,,,0.0036363636363636364,,,,,,,,,-0.007352941176470588,,,,,,,,,0.01818181818181818,0.02857142857142857,,,,,-0.009708737864077669,,,-0.009345794392523364,-0.009615384615384616,,,,,-0.005376344086021506,0.002506265664160401,,0.00030254400993339284
204,2026-04-30,300699 CH Equity,CNE1000034T9,32530101W,-0.007407407407407408,,0.0036363636363636364,,,-0.010638297872340425,-0.01020408163265306,0.02702702702702703,,,0.01639344262295082,0.013333333333333334,,,,,,,,,,,,,,-0.019230769230769232,,,,,-0.009615384615384616,,0.007936507936507936,,,,0.002506265664160401,-0.014492753623188406,-1.9888264738038535e-05
205,2026-04-30,300724 CH Equity,CNE100003G91,32790101W,,,0.0036363636363636364,,0.01282051282051282,0.010752688172043012,0.010101010101010102,,,,,0.013333333333333334,,,0.014492753623188406,,,,,,,,,,,,,,,,-0.009615384615384616,,,-0.015151515151515152,,0.010416666666666666,0.002506265664160401,,0.0014024391342966147
206,2026-04-30,300748 CH Equity,CNE100003G83,32845801W,,,0.0036363636363636364,0.0136986301369863,-0.011494252873563218,,,,-0.024390243902439025,,,-0.007352941176470588,,,0.014492753623188406,,,0.01282051282051282,,,,,,,,,0.009615384615384616,,,0.009009009009009009,,-0.020833333333333332,,0.015151515151515152,,,0.002506265664160401,-0.014492753623188406,6.228709028153773e-05
207,2026-04-30,300750 CH Equity,CNE100003662,32741501W,-0.007407407407407408,,0.0036363636363636364,,0.01282051282051282,0.010752688172043012,0.010101010101010102,,0.023255813953488372,,,-0.007352941176470588,,,,,,-0.02564102564102564,,,,,,,,,-0.009708737864077669,,,-0.009345794392523364,0.003194888178913738,-0.020833333333333332,,,0.00641025641025641,-0.005376344086021506,0.002506265664160401,0.014084507042253521,2.8861103448963405e-05
208,2026-04-30,300751 CH Equity,CNE100003FS0,32935601W,,,0.0036363636363636364,,,,,,,,-0.016666666666666666,,,,-0.014705882352941176,,,,,,,,,,,,,,,,,,,-0.015151515151515152,-0.012987012987012988,0.010416666666666666,0.002506265664160401,,-0.0011303098797542774
209,2026-04-30,300757 CH Equity,CNE100003JT0,33165201W,,,,,,,,,-0.024390243902439025,0.020833333333333332,,-0.007352941176470588,,,,,,0.01282051282051282,,,,,,,,,,,,,-0.009615384615384616,-0.020833333333333332,,,-0.012987012987012988,0.010416666666666666,0.002506265664160401,-0.014492753623188406,-0.0011340759308863279
210,2026-04-30,300759 CH Equity,CNE100003JW4,33165401W,0.014285714285714285,,,,0.01282051282051282,,,,0.023255813953488372,,,,-0.02040816326530612,,,,,,,,,,,,,,,,,,-0.009615384615384616,0.017543859649122806,,,0.00641025641025641,,0.002506265664160401,0.014084507042253521,0.0016021940468347391
211,2026-04-30,300760 CH Equity,CNE100003G67,32896601W,,,,,,,,,,,,,,0.012345679012345678,,,,,,,,,,,,0.009615384615384616,0.009615384615384616,,,0.009009009009009009,0.003194888178913738,,,,0.00641025641025641,,0.002506265664160401,,0.0013867594852172056
212,2026-04-30,300763 CH Equity,CNE100003JZ7,33131301W,-0.007407407407407408,0.022222222222222223,-0.014285714285714285,,,0.010752688172043012,0.010101010101010102,,-0.024390243902439025,,,,,,,,,0.01282051282051282,,,,,,,,,-0.009708737864077669,,,-0.009345794392523364,-0.009615384615384616,-0.020833333333333332,,,,0.010416666666666666,0.002506265664160401,0.014084507042253521,-0.00033375635292427796
213,2026-04-30,300765 CH Equity,CNE100003K04,33129401W,-0.007407407407407408,,,0.0136986301369863,0.01282051282051282,0.010752688172043012,0.010101010101010102,,,,,,-0.02040816326530612,,,,,,,,,,,,,0.009615384615384616,,,,,,,,,-0.012987012987012988,,0.002506265664160401,,0.0004918922458839617
214,2026-04-30,300779 CH Equity,CNE100003QG2,33234301W,,,,,,,,,-0.024390243902439025,0.020833333333333332,,-0.007352941176470588,-0.02040816326530612,,0.014492753623188406,,,-0.02564102564102564,,,,,,,,,,,,,,0.017543859649122806,,,-0.012987012987012988,0.010416666666666666,0.002506265664160401,-0.014492753623188406,-0.0010389277990628838
215,2026-04-30,300782 CH Equity,CNE100003QK4,33263901W,,,0.0036363636363636364,,-0.011494252873563218,-0.010638297872340425,-0.01020408163265306,,,,,,,,-0.014705882352941176,,,,,,,,,,,,-0.009708737864077669,,,-0.009345794392523364,,,,-0.015151515151515152,,-0.005376344086021506,-0.00980392156862745,,-0.002441906624038426
216,2026-04-30,300803 CH Equity,CNE000001QQ6,33497501W,,,,-0.0136986301369863,,,,,,,,,0.01,,,,-0.017857142857142856,-0.02564102564102564,,,,,,,,,0.009615384615384616,,,0.009009009009009009,-0.009615384615384616,,-0.023809523809523808,,,0.010416666666666666,0.002506265664160401,,-0.001291430908511978
217,2026-04-30,300832 CH Equity,CNE100003T39,33837401W,0.014285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003194888178913738,,,,,,-0.00980392156862745,,0.00020201789122309047
218,2026-04-30,300857 CH Equity,CNE100004173,34525801W,,,-0.014285714285714285,,,,,,,,0.01639344262295082,-0.007352941176470588,,,-0.014705882352941176,,,,,,0.01818181818181818,0.02857142857142857,,,,,,,,0.009009009009009009,,,,,,0.010416666666666666,0.002506265664160401,,0.0012824759569778008
