factor,style,raw_weight,prev_weight,new_weight,weight_within_style
OCFIC,Earnings Quality,0.0027117133140563965,0.0015491174745239,0.002711713431491213,0.010842653908569585
AssetTurn,Earnings Quality,0.0,0.0095969069558711,0.0,0.0
CACL,Earnings Quality,0.0,0.0141800605118122,0.0,0.0
CashRatio,Earnings Quality,0.0,0.0200298846506475,0.0,0.0
FCFSales,Earnings Quality,0.0,0.0022496956618444,0.0,0.0
SGAToSalesChg1Y,Earnings Quality,0.0,0.008569136477833,0.0,0.0
UnexpectedRecChg,Earnings Quality,0.0,0.0422981587055701,0.0,0.0
WCapToAst,Earnings Quality,0.0,0.0174545985731282,0.0,0.0
Chg1YFCF,Historical Growth,0.024293098598718643,0.0179534504011352,0.024293099650767754,0.09713477312099877
PAdjChg1YFCF,Historical Growth,0.02325471118092537,0.0257465166049653,0.023254712188005552,0.09298283153852935
PAdjChg3YSales,Historical Growth,0.02319195121526718,0.0215510885212281,0.023191952219629452,0.09273188886851479
PAdjChg3YFCF,Historical Growth,0.022059425711631775,0.0183339516031607,0.022059426666948326,0.08820354072871954
Chg3YFCF,Historical Growth,0.020845817402005196,0.0193338233784186,0.02084581830476462,0.08335098693306853
AstAdjChg1YFCF,Historical Growth,0.01976483315229416,0.0167657625024005,0.019764834008239935,0.07902872399010277
PAdjChg1YOCF,Historical Growth,0.018707795068621635,0.0211834675121339,0.01870779587879079,0.07480220862729098
PAdjChg3YOCF,Historical Growth,0.015380277298390865,0.0032325237660438,0.015380277964456866,0.061497290674811016
AstAdjChg1YOCF,Historical Growth,0.014579994603991508,0.0151961335767472,0.014579995235400066,0.05829739924732374
PAdjChg1YSales,Historical Growth,0.013150778599083424,0.0121857428473425,0.013150779168597637,0.05258274856933367
PAdjChg1YEPS,Historical Growth,0.012878643348813057,0.0123284121716481,0.012878643906542045,0.051494629007894414
PAdjChg1YCF,Historical Growth,0.012762028723955154,0.0,0.01276202927663397,0.051028351102581825
CQPTTMCFtoSales,Historical Growth,0.011092929169535637,0.012245349362743,0.01109292964993159,0.04435453771990155
Chg1YOPM,Historical Growth,0.01107196044176817,0.0152546467192987,0.01107196092125604,0.04427069528185058
ConsQPosChginTTMCF,Historical Growth,0.0037599510978907347,0.0026952420710036,0.0037599512607210625,0.015033981579399289
CQDOHtoSales,Historical Growth,0.00330263189971447,0.0138245513544224,0.0033026320427399034,0.01320541300967918
Chg3YAstTo,Historical Growth,0.0,0.0132562647625692,0.0,0.0
ConsQPosChgTTMEPS,Historical Growth,0.0,0.010605748300046,0.0,0.0
ShortIntTrdVol,Price Momentum,0.02381315641105175,0.0430287478355527,0.023813157442316244,1.0
LogAssets,Size,0.01886019855737686,0.0,0.01886019937414608,1.0
FCFEV,Valuation,0.03344035521149635,0.0573388973646485,0.03344035665968115,0.4735432653980772
CurLiaP,Valuation,0.032601434737443924,0.0,0.03260143614929801,0.4616634531718149
CashAdjEV,Valuation,0.004575527738779783,0.0282892604047257,0.004575527936929882,0.0647932814301079
BookLev,Volatility,0.02594737708568573,0.0335700147093177,0.025947378209375854,1.0
